Date	Day	result
2012/9/20	Thursday	[1, 2, 7, 19, 33, 44, 18]
2012/9/19	Wednesday	[1, 17, 18, 34, 35, 39, 31]
2012/9/18	Tuesday	[5, 10, 16, 25, 29, 39, 32]
2012/9/17	Monday	[1, 5, 12, 35, 46, 48, 32]
2012/9/16	Sunday	[5, 14, 22, 24, 25, 36, 47]
2012/9/15	Saturday	[11, 13, 23, 29, 33, 49, 10]
2012/9/14	Friday	[6, 8, 17, 20, 21, 44, 23]
2012/9/13	Thursday	[1, 8, 27, 29, 33, 48, 35]
2012/9/12	Wednesday	[5, 31, 34, 36, 41, 43, 49]
2012/9/11	Tuesday	[10, 28, 29, 34, 35, 49, 46]
2012/9/10	Monday	[19, 21, 23, 26, 28, 37, 6]
2012/9/9	Sunday	[30, 38, 39, 46, 47, 48, 9]
2012/9/8	Saturday	[4, 9, 17, 37, 44, 47, 35]
2012/9/7	Friday	[2, 3, 32, 34, 45, 46, 30]
2012/9/6	Thursday	[33, 35, 37, 39, 42, 47, 48]
2012/9/5	Wednesday	[18, 28, 29, 31, 33, 43, 8]
2012/9/4	Tuesday	[2, 5, 24, 29, 33, 41, 47]
2012/9/3	Monday	[3, 8, 9, 15, 23, 44, 18]
2012/9/2	Sunday	[1, 4, 6, 14, 18, 25, 24]
2012/9/1	Saturday	[15, 21, 38, 39, 42, 43, 19]
2012/8/31	Friday	[4, 6, 11, 20, 27, 41, 2]
2012/8/30	Thursday	[4, 7, 17, 28, 41, 48, 9]
2012/8/29	Wednesday	[4, 10, 20, 27, 30, 43, 34]
2012/8/28	Tuesday	[14, 16, 28, 36, 41, 44, 43]
2012/8/27	Monday	[1, 4, 5, 23, 28, 43, 48]
2012/8/26	Sunday	[3, 5, 18, 31, 37, 44, 27]
2012/8/25	Saturday	[5, 21, 31, 32, 35, 46, 44]
2012/8/24	Friday	[6, 17, 21, 30, 33, 48, 46]
2012/8/23	Thursday	[25, 34, 38, 39, 45, 48, 11]
2012/8/22	Wednesday	[2, 8, 15, 20, 24, 31, 4]
2012/8/21	Tuesday	[6, 9, 24, 31, 33, 45, 3]
2012/8/20	Monday	[26, 29, 37, 39, 44, 46, 18]
2012/8/19	Sunday	[8, 19, 20, 26, 39, 47, 38]
2012/8/18	Saturday	[8, 18, 20, 21, 22, 47, 49]
2012/8/17	Friday	[2, 3, 12, 13, 16, 42, 40]
2012/8/16	Thursday	[4, 9, 11, 20, 31, 43, 45]
2012/8/15	Wednesday	[3, 8, 28, 38, 44, 45, 21]
2012/8/14	Tuesday	[7, 21, 29, 30, 32, 37, 3]
2012/8/13	Monday	[6, 7, 16, 17, 24, 34, 47]
2012/8/12	Sunday	[9, 10, 27, 33, 35, 45, 37]
2012/8/11	Saturday	[5, 21, 31, 40, 44, 49, 27]
2012/8/10	Friday	[4, 17, 22, 23, 29, 45, 30]
2012/8/9	Thursday	[6, 18, 25, 28, 34, 40, 22]
2012/8/8	Wednesday	[1, 16, 21, 40, 42, 45, 34]
2012/8/7	Tuesday	[11, 21, 24, 25, 33, 39, 35]
2012/8/6	Monday	[8, 11, 27, 33, 38, 45, 15]
2012/8/5	Sunday	[15, 21, 27, 34, 39, 49, 5]
2012/8/4	Saturday	[8, 11, 27, 37, 38, 44, 43]
2012/8/3	Friday	[21, 37, 41, 44, 48, 49, 47]
2012/8/2	Thursday	[4, 21, 29, 30, 33, 46, 48]
2012/8/1	Wednesday	[9, 17, 24, 28, 41, 48, 11]
2012/7/31	Tuesday	[4, 20, 30, 37, 42, 43, 9]
2012/7/30	Monday	[10, 12, 14, 21, 25, 44, 9]
2012/7/29	Sunday	[9, 19, 22, 24, 39, 43, 16]
2012/7/28	Saturday	[15, 16, 22, 24, 31, 42, 36]
2012/7/27	Friday	[3, 13, 18, 20, 33, 37, 22]
2012/7/26	Thursday	[16, 19, 29, 32, 35, 45, 40]
2012/7/25	Wednesday	[6, 11, 20, 29, 30, 43, 36]
2012/7/24	Tuesday	[1, 13, 32, 36, 37, 46, 5]
2012/7/23	Monday	[12, 22, 23, 36, 42, 47, 25]
2012/7/22	Sunday	[23, 30, 34, 44, 47, 49, 31]
2012/7/21	Saturday	[1, 4, 13, 25, 27, 45, 23]
2012/7/20	Friday	[2, 23, 27, 32, 35, 42, 31]
2012/7/19	Thursday	[1, 2, 20, 26, 38, 43, 25]
2012/7/18	Wednesday	[11, 21, 35, 37, 44, 49, 8]
2012/7/17	Tuesday	[5, 15, 30, 34, 40, 42, 9]
2012/7/16	Monday	[3, 22, 28, 33, 39, 40, 8]
2012/7/15	Sunday	[1, 2, 16, 17, 37, 48, 24]
2012/7/14	Saturday	[12, 13, 15, 23, 29, 30, 10]
2012/7/13	Friday	[1, 2, 3, 4, 8, 20, 11]
2012/7/12	Thursday	[2, 10, 20, 24, 31, 46, 3]
2012/7/11	Wednesday	[3, 4, 11, 31, 36, 39, 14]
2012/7/10	Tuesday	[10, 11, 16, 21, 24, 42, 15]
2012/7/9	Monday	[2, 17, 19, 25, 29, 31, 3]
2012/7/8	Sunday	[17, 22, 36, 38, 39, 46, 5]
2012/7/7	Saturday	[8, 9, 11, 14, 15, 29, 26]
2012/7/6	Friday	[1, 4, 10, 21, 30, 43, 24]
2012/7/5	Thursday	[5, 9, 16, 29, 31, 44, 17]
2012/7/4	Wednesday	[1, 23, 40, 41, 42, 47, 26]
2012/7/3	Tuesday	[14, 15, 23, 33, 35, 40, 12]
2012/7/2	Monday	[13, 14, 27, 32, 40, 47, 20]
2012/7/1	Sunday	[8, 12, 17, 19, 31, 37, 6]
2012/6/30	Saturday	[6, 10, 14, 21, 34, 45, 31]
2012/6/29	Friday	[10, 11, 12, 24, 37, 44, 31]
2012/6/28	Thursday	[2, 12, 16, 20, 38, 49, 37]
2012/6/27	Wednesday	[6, 9, 13, 31, 38, 46, 12]
2012/6/26	Tuesday	[16, 17, 22, 28, 43, 48, 10]
2012/6/25	Monday	[12, 13, 22, 28, 44, 45, 8]
2012/6/24	Sunday	[6, 23, 34, 35, 36, 48, 45]
2012/6/23	Saturday	[1, 3, 6, 11, 22, 38, 13]
2012/6/22	Friday	[4, 12, 16, 19, 27, 44, 39]
2012/6/21	Thursday	[11, 13, 36, 38, 42, 43, 28]
2012/6/20	Wednesday	[3, 7, 21, 37, 43, 49, 6]
2012/6/19	Tuesday	[3, 6, 12, 15, 29, 49, 43]
2012/6/18	Monday	[1, 13, 17, 18, 20, 31, 39]
2012/6/17	Sunday	[2, 19, 27, 30, 42, 49, 29]
2012/6/16	Saturday	[21, 27, 31, 41, 43, 45, 19]
2012/6/15	Friday	[13, 26, 31, 34, 35, 48, 47]
2012/6/14	Thursday	[1, 5, 28, 29, 33, 42, 15]
2012/6/13	Wednesday	[5, 20, 25, 32, 36, 37, 22]
2012/6/12	Tuesday	[3, 6, 28, 31, 32, 43, 30]
2012/6/11	Monday	[9, 24, 31, 35, 36, 39, 14]
2012/6/10	Sunday	[2, 4, 17, 23, 28, 48, 25]
2012/6/9	Saturday	[9, 10, 11, 14, 29, 39, 34]
2012/6/8	Friday	[3, 4, 11, 12, 29, 32, 20]
2012/6/7	Thursday	[4, 11, 21, 33, 48, 49, 30]
2012/6/6	Wednesday	[4, 11, 12, 23, 28, 43, 47]
2012/6/5	Tuesday	[3, 11, 17, 25, 37, 39, 19]
2012/6/4	Monday	[3, 28, 39, 40, 43, 45, 6]
2012/6/3	Sunday	[5, 23, 26, 29, 35, 36, 32]
2012/6/2	Saturday	[4, 12, 15, 30, 35, 45, 5]
2012/6/1	Friday	[13, 20, 21, 26, 31, 46, 9]
2012/5/31	Thursday	[10, 28, 30, 42, 44, 45, 22]
2012/5/30	Wednesday	[13, 20, 27, 31, 42, 45, 46]
2012/5/29	Tuesday	[3, 10, 13, 16, 26, 40, 19]
2012/5/28	Monday	[19, 25, 29, 42, 43, 49, 41]
2012/5/27	Sunday	[7, 12, 13, 23, 37, 39, 5]
2012/5/26	Saturday	[1, 9, 20, 26, 29, 34, 39]
2012/5/25	Friday	[6, 15, 18, 21, 25, 34, 4]
2012/5/24	Thursday	[1, 6, 25, 30, 39, 43, 10]
2012/5/23	Wednesday	[9, 10, 21, 35, 43, 49, 13]
2012/5/22	Tuesday	[13, 19, 30, 31, 38, 42, 15]
2012/5/21	Monday	[2, 7, 10, 22, 26, 32, 27]
2012/5/20	Sunday	[6, 8, 26, 29, 32, 33, 25]
2012/5/19	Saturday	[4, 14, 17, 20, 27, 32, 28]
2012/5/18	Friday	[4, 7, 16, 24, 33, 40, 20]
2012/5/17	Thursday	[1, 3, 31, 37, 39, 43, 13]
2012/5/16	Wednesday	[4, 7, 22, 29, 39, 49, 31]
2012/5/15	Tuesday	[5, 9, 11, 24, 27, 28, 22]
2012/5/14	Monday	[2, 6, 7, 19, 21, 39, 17]
2012/5/13	Sunday	[3, 5, 14, 28, 33, 37, 40]
2012/5/12	Saturday	[13, 23, 33, 34, 41, 48, 37]
2012/5/11	Friday	[5, 6, 24, 34, 36, 39, 2]
2012/5/10	Thursday	[3, 14, 19, 25, 39, 44, 47]
2012/5/9	Wednesday	[4, 5, 15, 29, 35, 48, 31]
2012/5/8	Tuesday	[14, 18, 20, 21, 33, 38, 48]
2012/5/7	Monday	[8, 9, 16, 18, 36, 48, 28]
2012/5/6	Sunday	[3, 7, 8, 22, 32, 39, 5]
2012/5/5	Saturday	[9, 24, 25, 31, 33, 49, 26]
2012/5/4	Friday	[2, 8, 23, 24, 46, 49, 34]
2012/5/3	Thursday	[6, 13, 15, 22, 24, 44, 39]
2012/5/2	Wednesday	[5, 23, 24, 30, 38, 44, 33]
2012/5/1	Tuesday	[6, 11, 13, 30, 33, 40, 16]
2012/4/30	Monday	[12, 13, 30, 39, 43, 46, 3]
2012/4/29	Sunday	[8, 19, 22, 26, 34, 42, 49]
2012/4/28	Saturday	[9, 14, 17, 25, 44, 46, 4]
2012/4/27	Friday	[14, 15, 19, 24, 30, 31, 26]
2012/4/26	Thursday	[6, 20, 23, 35, 42, 43, 47]
2012/4/25	Wednesday	[2, 10, 24, 25, 42, 45, 35]
2012/4/24	Tuesday	[11, 12, 20, 26, 35, 47, 43]
2012/4/23	Monday	[21, 32, 40, 41, 44, 47, 9]
2012/4/22	Sunday	[1, 3, 10, 25, 39, 40, 6]
2012/4/21	Saturday	[14, 15, 23, 28, 31, 43, 48]
2012/4/20	Friday	[10, 28, 36, 39, 43, 46, 32]
2012/4/19	Thursday	[4, 5, 16, 32, 33, 36, 26]
2012/4/18	Wednesday	[8, 18, 28, 33, 37, 44, 32]
2012/4/17	Tuesday	[1, 12, 24, 28, 38, 41, 8]
2012/4/16	Monday	[9, 10, 19, 30, 31, 43, 28]
2012/4/15	Sunday	[4, 6, 8, 10, 11, 24, 14]
2012/4/14	Saturday	[3, 8, 12, 21, 35, 37, 13]
2012/4/13	Friday	[3, 4, 7, 13, 16, 41, 5]
2012/4/12	Thursday	[1, 8, 11, 22, 31, 37, 25]
2012/4/11	Wednesday	[1, 5, 19, 24, 25, 28, 34]
2012/4/10	Tuesday	[20, 21, 32, 33, 42, 47, 2]
2012/4/9	Monday	[1, 4, 37, 44, 47, 49, 16]
2012/4/8	Sunday	[8, 9, 13, 21, 38, 43, 44]
2012/4/7	Saturday	[6, 8, 29, 31, 37, 44, 34]
2012/4/6	Friday	[2, 25, 27, 32, 40, 47, 29]
2012/4/5	Thursday	[5, 17, 26, 45, 48, 49, 36]
2012/4/4	Wednesday	[6, 15, 19, 25, 26, 32, 16]
2012/4/3	Tuesday	[14, 32, 41, 42, 45, 49, 7]
2012/4/2	Monday	[9, 25, 31, 32, 36, 40, 37]
2012/4/1	Sunday	[18, 25, 27, 29, 37, 40, 21]
2012/3/31	Saturday	[6, 27, 30, 42, 43, 49, 11]
2012/3/30	Friday	[5, 22, 29, 37, 42, 43, 6]
2012/3/29	Thursday	[7, 10, 15, 18, 25, 38, 32]
2012/3/28	Wednesday	[3, 17, 28, 31, 46, 49, 44]
2012/3/27	Tuesday	[11, 16, 17, 23, 26, 30, 9]
2012/3/26	Monday	[7, 14, 18, 29, 39, 41, 25]
2012/3/25	Sunday	[5, 19, 21, 31, 35, 38, 4]
2012/3/24	Saturday	[2, 13, 28, 29, 34, 49, 47]
2012/3/23	Friday	[1, 4, 35, 45, 46, 49, 8]
2012/3/22	Thursday	[5, 8, 10, 18, 22, 26, 40]
2012/3/21	Wednesday	[9, 13, 22, 29, 31, 36, 4]
2012/3/20	Tuesday	[11, 29, 36, 42, 47, 49, 22]
2012/3/19	Monday	[5, 13, 18, 31, 41, 49, 12]
2012/3/18	Sunday	[9, 29, 30, 37, 40, 45, 33]
2012/3/17	Saturday	[22, 25, 29, 38, 40, 45, 41]
2012/3/16	Friday	[4, 13, 21, 41, 42, 45, 19]
2012/3/15	Thursday	[19, 21, 32, 34, 46, 48, 17]
2012/3/14	Wednesday	[14, 15, 27, 28, 37, 40, 26]
2012/3/13	Tuesday	[26, 39, 41, 42, 45, 46, 1]
2012/3/12	Monday	[4, 24, 29, 35, 37, 44, 27]
2012/3/11	Sunday	[12, 27, 28, 37, 40, 47, 24]
2012/3/10	Saturday	[4, 7, 19, 24, 31, 48, 18]
2012/3/9	Friday	[1, 8, 16, 18, 26, 43, 14]
2012/3/8	Thursday	[1, 3, 19, 30, 34, 46, 27]
2012/3/7	Wednesday	[8, 11, 15, 28, 33, 42, 30]
2012/3/6	Tuesday	[12, 18, 22, 31, 32, 46, 23]
2012/3/5	Monday	[1, 13, 14, 22, 23, 31, 4]
2012/3/4	Sunday	[7, 8, 10, 32, 33, 42, 22]
2012/3/3	Saturday	[2, 7, 13, 20, 25, 41, 6]
2012/3/2	Friday	[2, 11, 14, 19, 23, 37, 20]
2012/3/1	Thursday	[16, 20, 39, 40, 47, 48, 32]
2012/2/29	Wednesday	[2, 6, 20, 31, 41, 44, 1]
2012/2/28	Tuesday	[6, 21, 29, 38, 40, 43, 25]
2012/2/27	Monday	[11, 12, 22, 36, 48, 49, 41]
2012/2/26	Sunday	[3, 5, 9, 13, 30, 47, 1]
2012/2/25	Saturday	[6, 23, 32, 38, 44, 46, 22]
2012/2/24	Friday	[15, 16, 26, 38, 48, 49, 20]
2012/2/23	Thursday	[3, 7, 9, 17, 33, 39, 23]
2012/2/22	Wednesday	[5, 8, 10, 14, 39, 49, 32]
2012/2/21	Tuesday	[6, 30, 32, 33, 37, 44, 20]
2012/2/20	Monday	[15, 18, 28, 30, 33, 41, 2]
2012/2/19	Sunday	[6, 15, 16, 25, 26, 33, 20]
2012/2/18	Saturday	[7, 12, 16, 22, 38, 47, 4]
2012/2/17	Friday	[4, 10, 15, 17, 18, 20, 45]
2012/2/16	Thursday	[13, 15, 29, 33, 36, 38, 45]
2012/2/15	Wednesday	[1, 8, 10, 20, 27, 30, 41]
2012/2/14	Tuesday	[2, 3, 18, 19, 22, 36, 29]
2012/2/13	Monday	[1, 7, 22, 25, 26, 41, 10]
2012/2/12	Sunday	[18, 21, 24, 25, 45, 46, 1]
2012/2/11	Saturday	[9, 10, 11, 27, 39, 49, 24]
2012/2/10	Friday	[12, 18, 20, 26, 32, 38, 4]
2012/2/9	Thursday	[3, 6, 8, 21, 32, 41, 47]
2012/2/8	Wednesday	[2, 11, 13, 34, 44, 46, 3]
2012/2/7	Tuesday	[26, 27, 35, 36, 39, 42, 34]
2012/2/6	Monday	[3, 7, 16, 26, 27, 36, 20]
2012/2/5	Sunday	[2, 5, 13, 14, 27, 46, 42]
2012/2/4	Saturday	[2, 29, 31, 37, 38, 45, 41]
2012/2/3	Friday	[3, 9, 26, 33, 40, 43, 47]
2012/2/2	Thursday	[13, 32, 33, 34, 36, 40, 30]
2012/2/1	Wednesday	[7, 11, 22, 30, 32, 46, 49]
2012/1/31	Tuesday	[5, 19, 20, 23, 29, 48, 17]
2012/1/30	Monday	[3, 6, 14, 26, 28, 43, 17]
2012/1/29	Sunday	[2, 3, 7, 8, 34, 41, 37]
2012/1/28	Saturday	[15, 36, 38, 41, 43, 46, 45]
2012/1/27	Friday	[6, 16, 26, 28, 34, 43, 38]
2012/1/26	Thursday	[4, 7, 15, 24, 33, 34, 28]
2012/1/25	Wednesday	[1, 16, 18, 38, 44, 47, 33]
2012/1/24	Tuesday	[7, 9, 11, 21, 32, 49, 40]
2012/1/23	Monday	[2, 14, 20, 28, 31, 39, 7]
2012/1/22	Sunday	[24, 32, 36, 38, 48, 49, 14]
2012/1/21	Saturday	[4, 19, 21, 22, 43, 47, 30]
2012/1/20	Friday	[3, 4, 20, 27, 28, 47, 21]
2012/1/19	Thursday	[3, 10, 24, 30, 39, 47, 25]
2012/1/18	Wednesday	[16, 28, 34, 38, 43, 47, 20]
2012/1/17	Tuesday	[18, 20, 22, 27, 34, 38, 46]
2012/1/16	Monday	[7, 11, 14, 28, 34, 41, 3]
2012/1/15	Sunday	[22, 26, 27, 37, 40, 44, 38]
2012/1/14	Saturday	[10, 16, 19, 23, 28, 47, 20]
2012/1/13	Friday	[20, 32, 42, 43, 44, 47, 11]
2012/1/12	Thursday	[12, 18, 19, 33, 36, 47, 48]
2012/1/11	Wednesday	[11, 21, 25, 27, 35, 47, 8]
2012/1/10	Tuesday	[26, 30, 34, 35, 39, 46, 45]
2012/1/9	Monday	[5, 22, 30, 34, 35, 43, 9]
2012/1/8	Sunday	[3, 4, 5, 17, 24, 33, 8]
2012/1/7	Saturday	[11, 12, 13, 16, 29, 38, 3]
2012/1/6	Friday	[20, 21, 39, 44, 46, 48, 14]
2012/1/5	Thursday	[7, 31, 34, 38, 45, 48, 33]
2012/1/4	Wednesday	[14, 20, 25, 42, 47, 49, 18]
2012/1/3	Tuesday	[2, 22, 23, 27, 31, 43, 3]
2012/1/2	Monday	[17, 18, 21, 33, 40, 49, 5]
2012/1/1	Sunday	[16, 25, 27, 31, 32, 47, 7]
