Date	Day	result
2016/6/24	Friday	[10, 12, 17, 22, 40, 46, 3]
2016/6/23	Thursday	[13, 18, 29, 31, 35, 36, 23]
2016/6/22	Wednesday	[10, 17, 18, 21, 45, 48, 26]
2016/6/21	Tuesday	[9, 25, 39, 40, 46, 47, 49]
2016/6/20	Monday	[3, 4, 12, 13, 14, 40, 39]
2016/6/19	Sunday	[5, 6, 15, 41, 45, 49, 38]
2016/6/18	Saturday	[1, 8, 12, 19, 29, 35, 13]
2016/6/17	Friday	[17, 19, 31, 32, 43, 45, 5]
2016/6/16	Thursday	[6, 9, 14, 35, 41, 45, 13]
2016/6/15	Wednesday	[15, 19, 23, 38, 39, 43, 13]
2016/6/14	Tuesday	[9, 10, 29, 32, 39, 49, 44]
2016/6/13	Monday	[3, 28, 31, 39, 40, 49, 47]
2016/6/12	Sunday	[13, 14, 31, 35, 44, 47, 29]
2016/6/11	Saturday	[1, 12, 26, 28, 44, 45, 14]
2016/6/10	Friday	[6, 16, 19, 32, 33, 42, 21]
2016/6/9	Thursday	[1, 9, 23, 29, 39, 46, 37]
2016/6/8	Wednesday	[19, 26, 31, 32, 40, 43, 18]
2016/6/7	Tuesday	[1, 13, 28, 29, 35, 47, 18]
2016/6/6	Monday	[1, 2, 12, 32, 35, 36, 3]
2016/6/5	Sunday	[9, 11, 12, 13, 17, 35, 44]
2016/6/4	Saturday	[4, 31, 34, 36, 42, 44, 26]
2016/6/3	Friday	[18, 22, 30, 42, 44, 48, 12]
2016/6/2	Thursday	[1, 4, 11, 17, 28, 41, 30]
2016/6/1	Wednesday	[2, 5, 7, 12, 24, 44, 40]
2016/5/31	Tuesday	[1, 9, 18, 26, 41, 48, 6]
2016/5/30	Monday	[14, 19, 21, 24, 29, 47, 25]
2016/5/29	Sunday	[14, 16, 30, 31, 48, 49, 34]
2016/5/28	Saturday	[5, 6, 7, 15, 27, 49, 25]
2016/5/27	Friday	[9, 11, 19, 29, 33, 48, 18]
2016/5/26	Thursday	[14, 18, 27, 34, 38, 45, 28]
2016/5/25	Wednesday	[13, 18, 30, 33, 36, 42, 25]
2016/5/24	Tuesday	[3, 4, 15, 17, 45, 46, 8]
2016/5/23	Monday	[9, 23, 32, 41, 44, 48, 33]
2016/5/22	Sunday	[11, 14, 15, 17, 35, 45, 1]
2016/5/21	Saturday	[4, 6, 16, 24, 36, 48, 28]
2016/5/20	Friday	[1, 5, 6, 22, 34, 41, 18]
2016/5/19	Thursday	[3, 7, 13, 29, 37, 48, 47]
2016/5/18	Wednesday	[14, 17, 42, 45, 48, 49, 11]
2016/5/17	Tuesday	[5, 22, 27, 36, 43, 49, 6]
2016/5/16	Monday	[18, 30, 33, 37, 44, 48, 15]
2016/5/15	Sunday	[5, 7, 21, 42, 43, 45, 31]
2016/5/14	Saturday	[10, 12, 18, 34, 39, 49, 40]
2016/5/13	Friday	[7, 31, 32, 33, 45, 46, 44]
2016/5/12	Thursday	[1, 2, 10, 12, 33, 48, 30]
2016/5/11	Wednesday	[3, 11, 15, 27, 30, 44, 19]
2016/5/10	Tuesday	[23, 26, 29, 30, 38, 43, 3]
2016/5/9	Monday	[11, 15, 25, 27, 37, 49, 28]
2016/5/8	Sunday	[16, 23, 27, 34, 40, 49, 5]
2016/5/7	Saturday	[6, 7, 15, 29, 38, 43, 36]
2016/5/6	Friday	[5, 9, 11, 16, 35, 41, 39]
2016/5/5	Thursday	[1, 13, 20, 28, 35, 43, 39]
2016/5/4	Wednesday	[6, 17, 19, 24, 33, 38, 31]
2016/5/3	Tuesday	[3, 5, 19, 33, 38, 45, 49]
2016/5/2	Monday	[7, 10, 15, 24, 33, 34, 2]
2016/5/1	Sunday	[8, 9, 12, 13, 32, 34, 1]
2016/4/30	Saturday	[10, 11, 13, 29, 41, 46, 21]
2016/4/29	Friday	[1, 4, 12, 20, 35, 49, 5]
2016/4/28	Thursday	[6, 19, 34, 41, 48, 49, 36]
2016/4/27	Wednesday	[2, 3, 15, 35, 39, 42, 27]
2016/4/26	Tuesday	[1, 5, 20, 28, 43, 49, 36]
2016/4/25	Monday	[22, 29, 45, 46, 47, 48, 41]
2016/4/24	Sunday	[6, 19, 21, 22, 46, 49, 10]
2016/4/23	Saturday	[11, 12, 14, 15, 21, 27, 33]
2016/4/22	Friday	[14, 22, 28, 29, 36, 40, 44]
2016/4/21	Thursday	[9, 16, 21, 24, 30, 37, 2]
2016/4/20	Wednesday	[7, 10, 19, 31, 40, 43, 32]
2016/4/19	Tuesday	[9, 14, 19, 31, 38, 43, 5]
2016/4/18	Monday	[13, 21, 24, 27, 36, 40, 46]
2016/4/17	Sunday	[1, 12, 16, 19, 22, 44, 7]
2016/4/16	Saturday	[13, 15, 32, 40, 48, 49, 10]
2016/4/15	Friday	[3, 21, 28, 33, 37, 40, 2]
2016/4/14	Thursday	[5, 20, 32, 33, 45, 46, 42]
2016/4/13	Wednesday	[4, 5, 9, 22, 45, 47, 26]
2016/4/12	Tuesday	[3, 6, 8, 39, 40, 42, 2]
2016/4/11	Monday	[1, 2, 26, 29, 32, 46, 40]
2016/4/10	Sunday	[4, 9, 29, 35, 36, 41, 7]
2016/4/9	Saturday	[5, 11, 17, 26, 36, 40, 7]
2016/4/8	Friday	[4, 9, 11, 29, 46, 49, 8]
2016/4/7	Thursday	[4, 11, 12, 14, 18, 19, 46]
2016/4/6	Wednesday	[7, 19, 21, 23, 28, 49, 18]
2016/4/5	Tuesday	[6, 16, 32, 42, 44, 47, 36]
2016/4/4	Monday	[18, 26, 30, 37, 38, 44, 7]
2016/4/3	Sunday	[20, 23, 29, 34, 35, 42, 10]
2016/4/2	Saturday	[1, 5, 21, 24, 29, 36, 3]
2016/4/1	Friday	[16, 21, 23, 25, 30, 40, 39]
2016/3/31	Thursday	[1, 18, 29, 31, 34, 44, 41]
2016/3/30	Wednesday	[3, 20, 22, 29, 33, 34, 19]
2016/3/29	Tuesday	[3, 5, 6, 15, 23, 33, 44]
2016/3/28	Monday	[3, 4, 14, 24, 39, 45, 7]
2016/3/27	Sunday	[1, 5, 18, 25, 26, 39, 27]
2016/3/26	Saturday	[17, 19, 29, 31, 33, 49, 35]
2016/3/25	Friday	[3, 22, 23, 31, 44, 49, 39]
2016/3/24	Thursday	[4, 16, 25, 37, 39, 41, 14]
2016/3/23	Wednesday	[27, 35, 39, 40, 43, 49, 48]
2016/3/22	Tuesday	[11, 16, 19, 27, 31, 43, 22]
2016/3/21	Monday	[5, 9, 15, 22, 26, 45, 34]
2016/3/20	Sunday	[13, 15, 19, 34, 42, 46, 35]
2016/3/19	Saturday	[21, 27, 30, 36, 39, 46, 4]
2016/3/18	Friday	[1, 7, 14, 33, 45, 48, 20]
2016/3/17	Thursday	[4, 34, 38, 39, 43, 44, 20]
2016/3/16	Wednesday	[10, 15, 35, 44, 47, 48, 6]
2016/3/15	Tuesday	[8, 18, 19, 23, 32, 46, 1]
2016/3/14	Monday	[3, 25, 33, 41, 43, 46, 7]
2016/3/13	Sunday	[23, 31, 37, 40, 44, 49, 29]
2016/3/12	Saturday	[3, 7, 28, 37, 46, 47, 17]
2016/3/11	Friday	[5, 16, 27, 40, 46, 47, 12]
2016/3/10	Thursday	[3, 6, 29, 38, 46, 49, 48]
2016/3/9	Wednesday	[5, 14, 17, 24, 27, 38, 47]
2016/3/8	Tuesday	[11, 12, 13, 23, 31, 38, 27]
2016/3/7	Monday	[10, 11, 17, 18, 22, 26, 15]
2016/3/6	Sunday	[4, 17, 21, 23, 25, 42, 43]
2016/3/5	Saturday	[4, 17, 18, 22, 36, 42, 8]
2016/3/4	Friday	[2, 6, 16, 18, 29, 41, 42]
2016/3/3	Thursday	[6, 16, 21, 35, 45, 46, 43]
2016/3/2	Wednesday	[8, 16, 28, 33, 36, 39, 29]
2016/3/1	Tuesday	[7, 19, 31, 35, 39, 48, 49]
2016/2/29	Monday	[8, 17, 20, 24, 30, 47, 27]
2016/2/28	Sunday	[4, 7, 10, 17, 33, 36, 2]
2016/2/27	Saturday	[6, 7, 24, 27, 29, 40, 3]
2016/2/26	Friday	[2, 3, 15, 17, 22, 48, 9]
2016/2/25	Thursday	[2, 7, 9, 22, 40, 49, 36]
2016/2/24	Wednesday	[2, 15, 22, 31, 41, 42, 3]
2016/2/23	Tuesday	[13, 20, 25, 31, 35, 43, 4]
2016/2/22	Monday	[1, 6, 13, 16, 31, 45, 41]
2016/2/21	Sunday	[21, 26, 27, 37, 43, 45, 25]
2016/2/20	Saturday	[22, 28, 32, 37, 43, 49, 1]
2016/2/19	Friday	[5, 19, 20, 28, 34, 48, 4]
2016/2/18	Thursday	[2, 4, 15, 16, 28, 40, 11]
2016/2/17	Wednesday	[6, 11, 12, 15, 40, 43, 4]
2016/2/16	Tuesday	[7, 19, 22, 25, 30, 48, 34]
2016/2/15	Monday	[3, 4, 15, 16, 25, 29, 41]
2016/2/14	Sunday	[9, 12, 31, 33, 34, 36, 32]
2016/2/13	Saturday	[5, 12, 14, 18, 30, 40, 49]
2016/2/12	Friday	[7, 16, 22, 23, 34, 38, 24]
2016/2/11	Thursday	[2, 6, 7, 16, 19, 37, 41]
2016/2/10	Wednesday	[3, 19, 24, 27, 28, 38, 1]
2016/2/9	Tuesday	[7, 14, 18, 38, 40, 48, 5]
2016/2/8	Monday	[4, 8, 16, 30, 36, 40, 7]
2016/2/7	Sunday	[10, 26, 29, 41, 45, 49, 40]
2016/2/6	Saturday	[8, 19, 20, 22, 23, 39, 5]
2016/2/5	Friday	[5, 17, 25, 38, 39, 46, 14]
2016/2/4	Thursday	[18, 25, 31, 40, 42, 49, 5]
2016/2/3	Wednesday	[10, 15, 20, 23, 37, 44, 17]
2016/2/2	Tuesday	[1, 12, 14, 16, 27, 43, 10]
2016/2/1	Monday	[1, 3, 15, 24, 26, 48, 4]
2016/1/31	Sunday	[6, 15, 29, 37, 44, 48, 13]
2016/1/30	Saturday	[3, 7, 18, 24, 41, 44, 6]
2016/1/29	Friday	[22, 23, 32, 35, 38, 40, 2]
2016/1/28	Thursday	[2, 4, 13, 29, 35, 44, 38]
2016/1/27	Wednesday	[1, 5, 30, 41, 42, 43, 6]
2016/1/26	Tuesday	[9, 16, 29, 31, 35, 47, 1]
2016/1/25	Monday	[6, 15, 22, 26, 37, 41, 10]
2016/1/24	Sunday	[8, 9, 13, 16, 21, 22, 10]
2016/1/23	Saturday	[5, 27, 32, 34, 36, 45, 38]
2016/1/22	Friday	[4, 19, 28, 33, 38, 49, 5]
2016/1/21	Thursday	[1, 23, 29, 36, 40, 48, 37]
2016/1/19	Tuesday	[1, 2, 5, 16, 18, 27, 25]
2016/1/18	Monday	[12, 13, 15, 17, 32, 46, 22]
2016/1/17	Sunday	[18, 29, 37, 41, 42, 45, 4]
2016/1/16	Saturday	[14, 18, 26, 39, 41, 42, 21]
2016/1/15	Friday	[5, 7, 23, 26, 37, 48, 29]
2016/1/14	Thursday	[1, 5, 21, 25, 27, 45, 49]
2016/1/13	Wednesday	[15, 26, 29, 32, 33, 45, 12]
2016/1/12	Tuesday	[14, 29, 30, 31, 35, 43, 1]
2016/1/11	Monday	[2, 14, 24, 35, 46, 48, 42]
2016/1/10	Sunday	[1, 6, 8, 9, 40, 46, 28]
2016/1/9	Saturday	[5, 14, 15, 31, 44, 47, 35]
2016/1/8	Friday	[10, 12, 23, 29, 33, 40, 11]
2016/1/7	Thursday	[14, 18, 26, 39, 43, 44, 25]
2016/1/6	Wednesday	[8, 15, 18, 31, 32, 46, 5]
2016/1/5	Tuesday	[1, 14, 18, 33, 39, 41, 3]
2016/1/4	Monday	[18, 31, 32, 37, 42, 43, 48]
2016/1/3	Sunday	[3, 27, 29, 34, 43, 45, 32]
2016/1/2	Saturday	[17, 21, 24, 27, 34, 39, 12]
2016/1/1	Friday	[5, 18, 32, 35, 41, 45, 19]
