Date	Day	result
2001/9/6	Thursday	[17, 19, 32, 33, 39, 49, 8]
2001/9/5	Wednesday	[1, 10, 12, 22, 33, 49, 34]
2001/9/4	Tuesday	[1, 8, 11, 14, 25, 27, 22]
2001/9/3	Monday	[3, 10, 14, 15, 16, 49, 18]
2001/9/2	Sunday	[1, 26, 29, 33, 40, 42, 37]
2001/9/1	Saturday	[2, 5, 8, 16, 26, 45, 13]
2001/8/31	Friday	[13, 14, 38, 43, 44, 47, 48]
2001/8/30	Thursday	[5, 12, 18, 25, 35, 36, 40]
2001/8/29	Wednesday	[3, 8, 10, 18, 26, 29, 20]
2001/8/28	Tuesday	[3, 4, 18, 25, 43, 47, 29]
2001/8/27	Monday	[2, 5, 10, 33, 39, 42, 30]
2001/8/26	Sunday	[13, 25, 26, 38, 41, 44, 19]
2001/8/25	Saturday	[14, 21, 22, 23, 29, 39, 44]
2001/8/24	Friday	[2, 14, 23, 25, 28, 40, 19]
2001/8/23	Thursday	[3, 6, 17, 18, 25, 42, 8]
2001/8/22	Wednesday	[13, 15, 17, 21, 28, 42, 5]
2001/8/21	Tuesday	[1, 2, 10, 31, 34, 40, 45]
2001/8/20	Monday	[14, 26, 30, 40, 45, 49, 1]
2001/8/19	Sunday	[7, 12, 22, 29, 38, 46, 19]
2001/8/18	Saturday	[17, 19, 26, 30, 44, 46, 3]
2001/8/17	Friday	[2, 5, 14, 30, 32, 34, 27]
2001/8/16	Thursday	[7, 17, 18, 30, 36, 48, 47]
2001/8/15	Wednesday	[3, 21, 27, 28, 36, 48, 33]
2001/8/14	Tuesday	[6, 10, 14, 15, 40, 41, 16]
2001/8/13	Monday	[2, 13, 15, 23, 26, 35, 24]
2001/8/12	Sunday	[16, 34, 35, 41, 43, 48, 25]
2001/8/11	Saturday	[1, 4, 10, 43, 45, 49, 39]
2001/8/10	Friday	[17, 26, 31, 39, 40, 45, 21]
2001/8/9	Thursday	[9, 10, 11, 20, 25, 42, 12]
2001/8/8	Wednesday	[2, 11, 22, 26, 27, 41, 1]
2001/8/7	Tuesday	[3, 6, 9, 24, 47, 48, 39]
2001/8/6	Monday	[6, 7, 22, 24, 34, 44, 12]
2001/8/5	Sunday	[10, 18, 24, 34, 36, 43, 12]
2001/8/4	Saturday	[2, 9, 25, 32, 35, 49, 39]
2001/8/3	Friday	[9, 10, 17, 32, 45, 48, 8]
2001/8/2	Thursday	[4, 17, 26, 30, 45, 46, 42]
2001/8/1	Wednesday	[1, 13, 20, 24, 34, 41, 39]
2001/7/31	Tuesday	[2, 14, 25, 29, 42, 45, 30]
2001/7/30	Monday	[5, 22, 24, 30, 36, 47, 7]
2001/7/29	Sunday	[10, 13, 19, 21, 39, 43, 41]
2001/7/28	Saturday	[2, 9, 14, 27, 40, 41, 44]
2001/7/27	Friday	[2, 15, 23, 24, 36, 47, 9]
2001/7/26	Thursday	[11, 19, 29, 30, 36, 44, 7]
2001/7/25	Wednesday	[2, 7, 23, 30, 42, 44, 48]
2001/7/24	Tuesday	[1, 5, 17, 18, 30, 48, 47]
2001/7/23	Monday	[5, 12, 15, 33, 48, 49, 18]
2001/7/22	Sunday	[1, 4, 9, 21, 38, 42, 17]
2001/7/21	Saturday	[21, 26, 28, 35, 39, 48, 22]
2001/7/20	Friday	[16, 17, 26, 34, 36, 39, 44]
2001/7/19	Thursday	[2, 4, 7, 17, 19, 27, 6]
2001/7/18	Wednesday	[16, 17, 30, 34, 36, 41, 35]
2001/7/17	Tuesday	[4, 7, 9, 24, 38, 46, 33]
2001/7/16	Monday	[8, 20, 21, 32, 36, 42, 3]
2001/7/15	Sunday	[7, 11, 15, 26, 35, 46, 28]
2001/7/14	Saturday	[4, 15, 17, 32, 37, 38, 10]
2001/7/13	Friday	[14, 18, 22, 25, 34, 38, 24]
2001/7/12	Thursday	[4, 9, 29, 42, 45, 48, 25]
2001/7/11	Wednesday	[4, 14, 30, 34, 35, 37, 33]
2001/7/10	Tuesday	[9, 20, 24, 36, 39, 47, 2]
2001/7/9	Monday	[10, 12, 20, 25, 36, 41, 7]
2001/7/8	Sunday	[11, 23, 30, 34, 36, 41, 40]
2001/7/7	Saturday	[2, 3, 16, 23, 43, 45, 14]
2001/7/6	Friday	[27, 31, 33, 42, 43, 46, 9]
2001/7/5	Thursday	[4, 5, 17, 41, 42, 47, 9]
2001/7/4	Wednesday	[6, 11, 22, 24, 43, 46, 2]
2001/7/3	Tuesday	[1, 8, 14, 38, 40, 43, 10]
2001/7/2	Monday	[3, 7, 10, 23, 30, 38, 24]
2001/7/1	Sunday	[4, 10, 17, 24, 37, 46, 30]
2001/6/30	Saturday	[2, 3, 5, 7, 9, 16, 41]
2001/6/29	Friday	[10, 11, 26, 32, 39, 41, 1]
2001/6/28	Thursday	[10, 18, 21, 32, 35, 39, 46]
2001/6/27	Wednesday	[22, 30, 38, 40, 44, 49, 39]
2001/6/26	Tuesday	[4, 13, 26, 29, 34, 37, 32]
2001/6/25	Monday	[1, 7, 22, 24, 28, 30, 38]
2001/6/24	Sunday	[15, 16, 25, 30, 35, 42, 47]
2001/6/23	Saturday	[9, 22, 23, 24, 32, 37, 6]
2001/6/22	Friday	[10, 25, 26, 27, 39, 42, 16]
2001/6/21	Thursday	[4, 5, 8, 14, 19, 31, 13]
2001/6/20	Wednesday	[3, 8, 15, 18, 37, 40, 43]
2001/6/19	Tuesday	[4, 5, 10, 17, 19, 31, 45]
2001/6/18	Monday	[2, 22, 27, 40, 44, 45, 18]
2001/6/17	Sunday	[2, 35, 37, 39, 44, 47, 41]
2001/6/16	Saturday	[3, 15, 17, 30, 31, 39, 9]
2001/6/15	Friday	[7, 21, 24, 27, 44, 48, 13]
2001/6/14	Thursday	[1, 17, 32, 44, 45, 48, 3]
2001/6/13	Wednesday	[2, 7, 12, 22, 35, 46, 11]
2001/6/12	Tuesday	[3, 16, 18, 24, 26, 29, 10]
2001/6/11	Monday	[11, 18, 19, 20, 32, 39, 15]
2001/6/10	Sunday	[2, 8, 17, 30, 33, 36, 26]
2001/6/9	Saturday	[1, 5, 14, 17, 30, 44, 27]
2001/6/8	Friday	[6, 8, 12, 15, 39, 44, 42]
2001/6/7	Thursday	[14, 23, 27, 29, 37, 39, 45]
2001/6/6	Wednesday	[4, 5, 12, 24, 33, 37, 16]
2001/6/5	Tuesday	[1, 8, 16, 36, 38, 46, 21]
2001/6/4	Monday	[1, 13, 17, 20, 33, 48, 26]
2001/6/3	Sunday	[1, 24, 31, 33, 39, 44, 47]
2001/6/2	Saturday	[3, 8, 9, 27, 39, 44, 37]
2001/6/1	Friday	[13, 22, 26, 35, 42, 45, 20]
2001/5/31	Thursday	[4, 6, 18, 28, 36, 41, 14]
2001/5/30	Wednesday	[4, 21, 33, 35, 41, 43, 32]
2001/5/29	Tuesday	[5, 10, 23, 25, 30, 47, 4]
2001/5/28	Monday	[2, 10, 16, 20, 23, 42, 25]
2001/5/27	Sunday	[12, 13, 20, 21, 37, 49, 30]
2001/5/26	Saturday	[11, 27, 28, 29, 33, 40, 45]
2001/5/25	Friday	[5, 15, 16, 22, 29, 36, 39]
2001/5/24	Thursday	[13, 16, 18, 34, 36, 41, 32]
2001/5/23	Wednesday	[12, 24, 29, 30, 35, 46, 26]
2001/5/22	Tuesday	[10, 14, 21, 30, 39, 42, 4]
2001/5/21	Monday	[1, 3, 7, 11, 15, 41, 30]
2001/5/20	Sunday	[18, 19, 23, 27, 40, 49, 25]
2001/5/19	Saturday	[2, 17, 18, 27, 28, 40, 34]
2001/5/18	Friday	[22, 28, 29, 35, 36, 45, 4]
2001/5/17	Thursday	[18, 20, 21, 22, 37, 44, 13]
2001/5/16	Wednesday	[6, 12, 19, 31, 39, 43, 17]
2001/5/15	Tuesday	[12, 16, 18, 29, 30, 45, 22]
2001/5/14	Monday	[4, 9, 11, 24, 27, 30, 16]
2001/5/13	Sunday	[2, 32, 33, 41, 45, 49, 21]
2001/5/12	Saturday	[2, 4, 10, 12, 19, 46, 35]
2001/5/11	Friday	[5, 10, 35, 38, 41, 44, 19]
2001/5/10	Thursday	[1, 4, 16, 18, 43, 44, 38]
2001/5/9	Wednesday	[1, 14, 15, 21, 22, 26, 47]
2001/5/8	Tuesday	[1, 8, 10, 11, 13, 39, 37]
2001/5/7	Monday	[10, 17, 19, 44, 45, 48, 28]
2001/5/6	Sunday	[9, 15, 17, 27, 29, 39, 6]
2001/5/5	Saturday	[5, 16, 19, 25, 38, 43, 34]
2001/5/4	Friday	[20, 23, 27, 38, 41, 44, 6]
2001/5/3	Thursday	[18, 21, 35, 45, 47, 49, 36]
2001/5/2	Wednesday	[2, 12, 24, 31, 36, 43, 19]
2001/5/1	Tuesday	[6, 22, 23, 27, 37, 45, 31]
2001/4/30	Monday	[4, 7, 23, 33, 34, 41, 13]
2001/4/29	Sunday	[21, 26, 27, 31, 34, 49, 13]
2001/4/28	Saturday	[3, 4, 11, 31, 33, 47, 13]
2001/4/27	Friday	[9, 20, 21, 23, 26, 40, 1]
2001/4/26	Thursday	[7, 19, 27, 43, 44, 49, 20]
2001/4/25	Wednesday	[13, 15, 29, 36, 44, 48, 31]
2001/4/24	Tuesday	[8, 10, 29, 31, 40, 45, 17]
2001/4/23	Monday	[13, 15, 25, 28, 37, 49, 27]
2001/4/22	Sunday	[4, 19, 27, 33, 42, 45, 30]
2001/4/21	Saturday	[14, 19, 25, 26, 40, 41, 4]
2001/4/20	Friday	[1, 16, 17, 32, 44, 47, 34]
2001/4/19	Thursday	[7, 9, 23, 28, 41, 42, 19]
2001/4/18	Wednesday	[3, 8, 20, 29, 30, 33, 49]
2001/4/17	Tuesday	[11, 14, 31, 32, 41, 46, 6]
2001/4/16	Monday	[7, 8, 9, 15, 24, 26, 11]
2001/4/15	Sunday	[11, 20, 28, 31, 36, 37, 9]
2001/4/14	Saturday	[1, 6, 12, 20, 35, 45, 36]
2001/4/12	Thursday	[6, 8, 12, 16, 17, 41, 29]
2001/4/11	Wednesday	[6, 11, 13, 16, 28, 33, 32]
2001/4/10	Tuesday	[3, 5, 6, 10, 15, 23, 28]
2001/4/9	Monday	[2, 6, 8, 22, 40, 46, 19]
2001/4/8	Sunday	[12, 14, 18, 38, 41, 44, 32]
2001/4/7	Saturday	[9, 16, 22, 25, 35, 44, 38]
2001/4/6	Friday	[3, 7, 10, 12, 31, 36, 30]
2001/4/5	Thursday	[2, 13, 28, 31, 32, 46, 9]
2001/4/4	Wednesday	[9, 14, 23, 32, 40, 46, 38]
2001/4/3	Tuesday	[4, 15, 19, 22, 35, 37, 17]
2001/4/2	Monday	[16, 24, 26, 29, 40, 48, 2]
2001/4/1	Sunday	[18, 20, 26, 39, 40, 47, 24]
2001/3/31	Saturday	[3, 11, 17, 22, 26, 31, 25]
2001/3/30	Friday	[9, 13, 36, 40, 42, 43, 22]
2001/3/29	Thursday	[1, 15, 16, 18, 32, 44, 31]
2001/3/28	Wednesday	[4, 6, 28, 36, 42, 47, 33]
2001/3/27	Tuesday	[10, 12, 14, 38, 39, 48, 24]
2001/3/26	Monday	[22, 38, 43, 46, 47, 48, 15]
2001/3/25	Sunday	[2, 11, 22, 24, 27, 28, 41]
2001/3/24	Saturday	[2, 4, 8, 34, 39, 41, 22]
2001/3/23	Friday	[5, 32, 35, 40, 43, 44, 41]
2001/3/22	Thursday	[18, 20, 25, 32, 37, 40, 26]
2001/3/21	Wednesday	[3, 4, 6, 42, 45, 46, 21]
2001/3/20	Tuesday	[1, 7, 11, 19, 25, 28, 43]
2001/3/19	Monday	[26, 27, 31, 33, 38, 48, 1]
2001/3/18	Sunday	[10, 14, 21, 32, 39, 45, 42]
2001/3/17	Saturday	[25, 37, 40, 46, 47, 48, 20]
2001/3/16	Friday	[13, 25, 28, 32, 33, 35, 43]
2001/3/15	Thursday	[17, 25, 29, 34, 42, 49, 13]
2001/3/14	Wednesday	[9, 10, 16, 17, 18, 49, 35]
2001/3/13	Tuesday	[2, 8, 31, 46, 48, 49, 5]
2001/3/12	Monday	[15, 26, 27, 29, 48, 49, 8]
2001/3/11	Sunday	[3, 9, 12, 31, 37, 46, 39]
2001/3/10	Saturday	[2, 18, 29, 32, 41, 47, 22]
2001/3/9	Friday	[6, 11, 14, 17, 24, 47, 20]
2001/3/8	Thursday	[1, 19, 31, 34, 35, 42, 39]
2001/3/7	Wednesday	[10, 26, 32, 34, 35, 36, 1]
2001/3/6	Tuesday	[4, 10, 19, 35, 38, 42, 15]
2001/3/5	Monday	[3, 21, 23, 32, 35, 40, 25]
2001/3/4	Sunday	[6, 18, 19, 35, 37, 42, 9]
2001/3/3	Saturday	[10, 13, 15, 16, 30, 36, 46]
2001/3/2	Friday	[11, 19, 23, 25, 43, 47, 45]
2001/3/1	Thursday	[9, 13, 15, 30, 41, 49, 10]
2001/2/28	Wednesday	[11, 16, 18, 20, 37, 40, 46]
2001/2/27	Tuesday	[3, 10, 11, 20, 38, 40, 13]
2001/2/26	Monday	[9, 17, 26, 28, 37, 38, 16]
2001/2/25	Sunday	[8, 10, 18, 22, 23, 29, 3]
2001/2/24	Saturday	[5, 17, 20, 26, 33, 43, 7]
2001/2/23	Friday	[2, 8, 13, 19, 22, 41, 40]
2001/2/22	Thursday	[6, 25, 27, 30, 37, 41, 17]
2001/2/21	Wednesday	[1, 6, 14, 36, 44, 46, 26]
2001/2/20	Tuesday	[6, 9, 23, 29, 41, 47, 45]
2001/2/19	Monday	[7, 15, 17, 22, 25, 27, 5]
2001/2/18	Sunday	[11, 20, 27, 30, 40, 49, 13]
2001/2/17	Saturday	[1, 10, 25, 32, 38, 39, 6]
2001/2/16	Friday	[1, 13, 16, 28, 44, 47, 15]
2001/2/15	Thursday	[8, 12, 21, 29, 34, 45, 15]
2001/2/14	Wednesday	[15, 19, 22, 25, 35, 45, 12]
2001/2/13	Tuesday	[1, 21, 23, 26, 36, 46, 15]
2001/2/12	Monday	[2, 20, 23, 24, 28, 44, 15]
2001/2/11	Sunday	[15, 18, 23, 30, 42, 45, 26]
2001/2/10	Saturday	[5, 9, 12, 21, 25, 45, 14]
2001/2/9	Friday	[7, 15, 17, 18, 43, 44, 11]
2001/2/8	Thursday	[8, 13, 23, 39, 42, 47, 36]
2001/2/7	Wednesday	[6, 10, 13, 14, 15, 32, 16]
2001/2/6	Tuesday	[1, 14, 20, 31, 37, 46, 9]
2001/2/5	Monday	[8, 11, 23, 24, 32, 41, 15]
2001/2/4	Sunday	[4, 9, 14, 35, 39, 45, 42]
2001/2/3	Saturday	[2, 10, 17, 26, 35, 49, 43]
2001/2/2	Friday	[10, 17, 21, 32, 33, 42, 47]
2001/2/1	Thursday	[3, 26, 31, 36, 38, 47, 34]
2001/1/31	Wednesday	[3, 12, 14, 32, 40, 42, 13]
2001/1/30	Tuesday	[17, 22, 31, 44, 47, 49, 43]
2001/1/29	Monday	[6, 18, 19, 26, 28, 42, 5]
2001/1/28	Sunday	[9, 10, 12, 29, 30, 37, 49]
2001/1/27	Saturday	[27, 29, 34, 36, 39, 45, 19]
2001/1/26	Friday	[1, 8, 17, 39, 47, 48, 3]
2001/1/25	Thursday	[1, 3, 7, 12, 25, 40, 30]
2001/1/24	Wednesday	[7, 35, 40, 41, 42, 47, 39]
2001/1/23	Tuesday	[2, 5, 8, 9, 17, 20, 22]
2001/1/22	Monday	[10, 24, 25, 28, 43, 46, 37]
2001/1/21	Sunday	[5, 16, 20, 26, 31, 34, 38]
2001/1/20	Saturday	[5, 7, 32, 38, 45, 47, 36]
2001/1/19	Friday	[9, 14, 26, 31, 41, 46, 44]
2001/1/18	Thursday	[3, 6, 7, 28, 29, 43, 31]
2001/1/17	Wednesday	[6, 22, 24, 31, 42, 48, 40]
2001/1/16	Tuesday	[3, 4, 5, 10, 47, 49, 48]
2001/1/15	Monday	[8, 11, 25, 28, 34, 38, 37]
2001/1/14	Sunday	[1, 4, 12, 27, 40, 41, 37]
2001/1/13	Saturday	[19, 33, 39, 41, 45, 47, 11]
2001/1/12	Friday	[12, 16, 34, 41, 47, 49, 9]
2001/1/11	Thursday	[1, 11, 17, 22, 42, 49, 7]
2001/1/10	Wednesday	[3, 8, 14, 23, 47, 49, 45]
2001/1/9	Tuesday	[1, 2, 14, 23, 24, 35]
2001/1/8	Monday	[11, 22, 25, 28, 31, 38, 32]
2001/1/7	Sunday	[7, 27, 36, 37, 44, 48, 40]
2001/1/6	Saturday	[1, 16, 19, 42, 47, 48, 8]
2001/1/5	Friday	[4, 16, 18, 22, 33, 40, 45]
2001/1/4	Thursday	[18, 21, 24, 29, 32, 49, 9]
2001/1/3	Wednesday	[1, 3, 10, 17, 38, 41, 37]
2001/1/2	Tuesday	[2, 6, 19, 37, 41, 44, 21]
2001/1/1	Monday	[6, 12, 17, 21, 25, 45, 9]
