Date	Day	result
2013/9/30	Monday	[14, 15, 19, 33, 38, 49, 5]
2013/9/29	Sunday	[11, 39, 40, 41, 44, 48, 34]
2013/9/28	Saturday	[1, 3, 14, 23, 24, 31, 37]
2013/9/27	Friday	[4, 11, 18, 25, 27, 49, 3]
2013/9/26	Thursday	[17, 22, 31, 45, 46, 49, 8]
2013/9/25	Wednesday	[8, 9, 14, 17, 26, 41, 36]
2013/9/24	Tuesday	[3, 13, 25, 32, 36, 40, 41]
2013/9/23	Monday	[6, 21, 33, 34, 39, 46, 28]
2013/9/22	Sunday	[12, 27, 29, 43, 44, 49, 22]
2013/9/21	Saturday	[20, 25, 33, 35, 37, 39, 3]
2013/9/20	Friday	[10, 11, 17, 24, 37, 41, 1]
2013/9/19	Thursday	[10, 19, 29, 35, 39, 49, 37]
2013/9/18	Wednesday	[14, 22, 25, 41, 43, 44, 37]
2013/9/17	Tuesday	[3, 7, 11, 40, 45, 47, 42]
2013/9/16	Monday	[11, 26, 27, 36, 39, 42, 44]
2013/9/15	Sunday	[9, 13, 23, 32, 37, 44, 39]
2013/9/14	Saturday	[4, 20, 23, 28, 37, 41, 30]
2013/9/13	Friday	[18, 20, 26, 35, 37, 47, 31]
2013/9/12	Thursday	[5, 18, 20, 23, 32, 46, 38]
2013/9/11	Wednesday	[7, 19, 20, 24, 32, 45, 2]
2013/9/10	Tuesday	[11, 12, 21, 25, 29, 37, 28]
2013/9/9	Monday	[3, 11, 12, 34, 45, 47, 22]
2013/9/8	Sunday	[10, 21, 24, 25, 34, 38, 6]
2013/9/7	Saturday	[11, 12, 19, 20, 25, 38, 48]
2013/9/6	Friday	[19, 27, 28, 34, 35, 45, 15]
2013/9/5	Thursday	[3, 6, 21, 33, 38, 49, 24]
2013/9/4	Wednesday	[3, 9, 27, 30, 35, 45, 36]
2013/9/3	Tuesday	[13, 15, 17, 19, 34, 38, 32]
2013/9/2	Monday	[5, 9, 15, 20, 28, 47, 11]
2013/9/1	Sunday	[1, 10, 15, 21, 28, 37, 5]
2013/8/31	Saturday	[4, 10, 18, 25, 35, 44, 48]
2013/8/30	Friday	[2, 9, 14, 34, 35, 46, 11]
2013/8/29	Thursday	[10, 19, 21, 33, 34, 46, 4]
2013/8/28	Wednesday	[4, 10, 26, 36, 45, 48, 1]
2013/8/27	Tuesday	[1, 2, 5, 25, 30, 45, 11]
2013/8/26	Monday	[16, 26, 30, 40, 44, 46, 21]
2013/8/25	Sunday	[2, 8, 10, 15, 24, 33, 7]
2013/8/24	Saturday	[2, 9, 19, 37, 48, 49, 3]
2013/8/23	Friday	[17, 27, 29, 33, 36, 43, 16]
2013/8/22	Thursday	[1, 20, 26, 28, 34, 48, 35]
2013/8/21	Wednesday	[16, 18, 29, 30, 38, 40, 2]
2013/8/20	Tuesday	[13, 15, 19, 24, 27, 44, 4]
2013/8/19	Monday	[4, 34, 41, 43, 44, 48, 46]
2013/8/18	Sunday	[8, 18, 22, 25, 28, 41, 7]
2013/8/17	Saturday	[4, 12, 17, 41, 46, 49, 18]
2013/8/16	Friday	[9, 17, 19, 24, 43, 48, 10]
2013/8/15	Thursday	[1, 14, 15, 16, 37, 46, 34]
2013/8/14	Wednesday	[16, 17, 27, 39, 44, 47, 9]
2013/8/13	Tuesday	[12, 20, 25, 26, 36, 40, 22]
2013/8/12	Monday	[23, 31, 33, 38, 44, 48, 47]
2013/8/11	Sunday	[17, 21, 31, 35, 43, 47, 6]
2013/8/10	Saturday	[2, 15, 33, 34, 36, 47, 7]
2013/8/9	Friday	[11, 12, 17, 20, 30, 33, 38]
2013/8/8	Thursday	[6, 10, 26, 32, 42, 45, 11]
2013/8/7	Wednesday	[6, 7, 20, 35, 40, 46, 48]
2013/8/6	Tuesday	[13, 15, 35, 38, 42, 48, 21]
2013/8/5	Monday	[1, 17, 23, 31, 38, 46, 6]
2013/8/4	Sunday	[1, 4, 16, 17, 21, 26, 24]
2013/8/3	Saturday	[19, 20, 23, 26, 37, 45, 46]
2013/8/2	Friday	[4, 7, 26, 37, 43, 47, 2]
2013/8/1	Thursday	[3, 13, 31, 32, 38, 42, 36]
2013/7/31	Wednesday	[7, 15, 20, 45, 46, 49, 30]
2013/7/30	Tuesday	[6, 18, 19, 24, 36, 39, 45]
2013/7/29	Monday	[7, 14, 16, 20, 41, 45, 36]
2013/7/28	Sunday	[16, 17, 20, 25, 41, 48, 26]
2013/7/27	Saturday	[6, 12, 17, 26, 43, 44, 2]
2013/7/26	Friday	[13, 17, 24, 26, 35, 47, 44]
2013/7/25	Thursday	[9, 24, 27, 30, 33, 45, 34]
2013/7/24	Wednesday	[1, 25, 26, 27, 36, 39, 42]
2013/7/23	Tuesday	[27, 33, 38, 41, 42, 47, 19]
2013/7/22	Monday	[2, 15, 18, 24, 29, 49, 34]
2013/7/21	Sunday	[3, 9, 11, 27, 38, 46, 45]
2013/7/20	Saturday	[3, 4, 26, 30, 35, 36, 38]
2013/7/19	Friday	[14, 16, 29, 36, 47, 48, 42]
2013/7/18	Thursday	[6, 14, 19, 25, 27, 30, 4]
2013/7/17	Wednesday	[6, 18, 29, 30, 42, 44, 35]
2013/7/16	Tuesday	[4, 10, 13, 30, 47, 48, 28]
2013/7/15	Monday	[2, 22, 23, 24, 31, 43, 49]
2013/7/14	Sunday	[4, 15, 21, 23, 43, 46, 25]
2013/7/13	Saturday	[16, 18, 25, 27, 32, 35, 43]
2013/7/12	Friday	[6, 10, 18, 24, 27, 47, 11]
2013/7/11	Thursday	[4, 25, 38, 42, 43, 48, 14]
2013/7/10	Wednesday	[3, 10, 11, 17, 20, 25, 48]
2013/7/9	Tuesday	[3, 7, 17, 19, 37, 40, 8]
2013/7/8	Monday	[7, 20, 27, 32, 36, 46, 42]
2013/7/7	Sunday	[1, 5, 24, 40, 44, 48, 47]
2013/7/6	Saturday	[3, 5, 9, 30, 35, 44, 29]
2013/7/5	Friday	[2, 5, 21, 24, 28, 43, 34]
2013/7/4	Thursday	[7, 15, 16, 24, 29, 42, 36]
2013/7/3	Wednesday	[7, 20, 22, 36, 37, 45, 1]
2013/7/2	Tuesday	[13, 19, 24, 27, 38, 44, 22]
2013/7/1	Monday	[24, 26, 38, 39, 41, 49, 33]
2013/6/30	Sunday	[8, 13, 22, 34, 37, 44, 10]
2013/6/29	Saturday	[4, 15, 30, 34, 36, 39, 31]
2013/6/28	Friday	[5, 9, 26, 27, 29, 38, 3]
2013/6/27	Thursday	[3, 7, 18, 26, 43, 46, 16]
2013/6/26	Wednesday	[10, 16, 28, 32, 41, 43, 44]
2013/6/25	Tuesday	[9, 13, 18, 19, 44, 46, 32]
2013/6/24	Monday	[6, 26, 31, 34, 45, 48, 2]
2013/6/23	Sunday	[6, 9, 19, 44, 45, 47, 23]
2013/6/22	Saturday	[2, 6, 15, 23, 32, 36, 17]
2013/6/21	Friday	[24, 26, 35, 40, 42, 49, 17]
2013/6/20	Thursday	[3, 7, 19, 22, 36, 46, 25]
2013/6/19	Wednesday	[3, 5, 15, 21, 25, 38, 41]
2013/6/18	Tuesday	[5, 21, 24, 25, 39, 46, 42]
2013/6/17	Monday	[9, 12, 16, 23, 33, 42, 2]
2013/6/16	Sunday	[16, 24, 31, 33, 37, 47, 23]
2013/6/15	Saturday	[8, 10, 15, 22, 38, 46, 17]
2013/6/14	Friday	[9, 19, 22, 27, 36, 49, 14]
2013/6/13	Thursday	[4, 19, 21, 24, 27, 48, 36]
2013/6/12	Wednesday	[13, 14, 20, 29, 31, 46, 34]
2013/6/11	Tuesday	[5, 8, 19, 22, 32, 40, 16]
2013/6/10	Monday	[1, 11, 24, 46, 48, 49, 17]
2013/6/9	Sunday	[5, 20, 35, 44, 45, 49, 4]
2013/6/8	Saturday	[4, 11, 19, 23, 29, 47, 12]
2013/6/7	Friday	[9, 20, 25, 28, 33, 49, 43]
2013/6/6	Thursday	[7, 17, 25, 41, 43, 47, 3]
2013/6/5	Wednesday	[6, 12, 18, 25, 28, 49, 34]
2013/6/4	Tuesday	[5, 16, 17, 30, 43, 49, 15]
2013/6/3	Monday	[6, 7, 11, 25, 31, 43, 42]
2013/6/2	Sunday	[25, 27, 32, 35, 38, 44, 29]
2013/6/1	Saturday	[5, 7, 14, 24, 28, 40, 47]
2013/5/31	Friday	[6, 18, 20, 36, 42, 44, 8]
2013/5/30	Thursday	[8, 17, 21, 24, 26, 41, 48]
2013/5/29	Wednesday	[24, 28, 37, 41, 45, 48, 20]
2013/5/28	Tuesday	[7, 20, 24, 26, 46, 48, 41]
2013/5/27	Monday	[1, 9, 20, 23, 29, 40, 28]
2013/5/26	Sunday	[8, 18, 31, 38, 39, 48, 40]
2013/5/25	Saturday	[5, 6, 11, 19, 24, 38, 32]
2013/5/24	Friday	[5, 23, 32, 35, 47, 49, 39]
2013/5/23	Thursday	[8, 11, 17, 23, 39, 46, 13]
2013/5/22	Wednesday	[7, 19, 35, 39, 44, 48, 42]
2013/5/21	Tuesday	[6, 16, 18, 20, 41, 47, 35]
2013/5/20	Monday	[10, 11, 16, 26, 36, 49, 8]
2013/5/19	Sunday	[4, 17, 24, 41, 42, 49, 18]
2013/5/18	Saturday	[5, 17, 18, 22, 37, 43, 9]
2013/5/17	Friday	[19, 22, 28, 30, 38, 43, 17]
2013/5/16	Thursday	[19, 24, 29, 33, 41, 48, 37]
2013/5/15	Wednesday	[13, 15, 17, 30, 47, 48, 8]
2013/5/14	Tuesday	[1, 29, 33, 42, 46, 49, 8]
2013/5/13	Monday	[9, 20, 21, 27, 29, 49, 14]
2013/5/12	Sunday	[7, 24, 36, 37, 38, 39, 23]
2013/5/11	Saturday	[3, 15, 18, 36, 38, 49, 20]
2013/5/10	Friday	[4, 8, 13, 20, 23, 39, 35]
2013/5/9	Thursday	[5, 21, 22, 27, 34, 35, 36]
2013/5/8	Wednesday	[4, 24, 25, 39, 44, 47, 45]
2013/5/7	Tuesday	[3, 6, 21, 31, 39, 42, 14]
2013/5/6	Monday	[9, 18, 23, 30, 31, 46, 8]
2013/5/5	Sunday	[5, 13, 15, 26, 43, 44, 19]
2013/5/4	Saturday	[12, 15, 16, 27, 30, 41, 18]
2013/5/3	Friday	[6, 11, 22, 30, 32, 40, 27]
2013/5/2	Thursday	[2, 20, 26, 28, 36, 48, 13]
2013/5/1	Wednesday	[3, 5, 10, 17, 39, 41, 43]
2013/4/30	Tuesday	[6, 17, 20, 31, 47, 49, 34]
2013/4/29	Monday	[1, 7, 9, 10, 26, 32, 16]
2013/4/28	Sunday	[31, 32, 33, 38, 39, 47, 4]
2013/4/27	Saturday	[3, 29, 36, 39, 41, 48, 7]
2013/4/26	Friday	[5, 14, 23, 24, 28, 42, 20]
2013/4/25	Thursday	[6, 9, 19, 21, 22, 32, 10]
2013/4/24	Wednesday	[6, 13, 18, 30, 31, 40, 22]
2013/4/23	Tuesday	[8, 14, 18, 28, 35, 49, 30]
2013/4/22	Monday	[11, 13, 21, 35, 38, 48, 7]
2013/4/21	Sunday	[20, 26, 30, 33, 35, 49, 14]
2013/4/20	Saturday	[1, 6, 14, 17, 18, 36, 42]
2013/4/19	Friday	[7, 9, 16, 17, 39, 40, 26]
2013/4/18	Thursday	[5, 10, 15, 23, 25, 34, 21]
2013/4/17	Wednesday	[17, 25, 34, 37, 40, 44, 49]
2013/4/16	Tuesday	[21, 29, 35, 41, 43, 49, 46]
2013/4/15	Monday	[2, 11, 16, 39, 41, 49, 7]
2013/4/14	Sunday	[3, 10, 20, 29, 33, 48, 45]
2013/4/13	Saturday	[1, 6, 14, 23, 43, 47, 36]
2013/4/12	Friday	[6, 17, 28, 29, 44, 48, 46]
2013/4/11	Thursday	[1, 20, 25, 32, 33, 35, 16]
2013/4/10	Wednesday	[12, 31, 33, 35, 40, 46, 7]
2013/4/9	Tuesday	[17, 19, 29, 35, 37, 48, 20]
2013/4/8	Monday	[11, 13, 18, 19, 36, 38, 45]
2013/4/7	Sunday	[12, 18, 28, 32, 46, 47, 1]
2013/4/6	Saturday	[25, 26, 30, 33, 36, 48, 43]
2013/4/5	Friday	[3, 25, 28, 32, 33, 48, 47]
2013/4/4	Thursday	[6, 9, 19, 27, 31, 37, 22]
2013/4/3	Wednesday	[7, 14, 18, 23, 34, 49, 8]
2013/4/2	Tuesday	[13, 19, 25, 30, 32, 33, 27]
2013/4/1	Monday	[4, 14, 22, 23, 36, 46, 28]
2013/3/31	Sunday	[1, 3, 22, 24, 43, 49, 20]
2013/3/30	Saturday	[5, 6, 18, 21, 22, 48, 24]
2013/3/29	Friday	[4, 7, 8, 24, 42, 46, 10]
2013/3/28	Thursday	[8, 29, 32, 37, 38, 47, 21]
2013/3/27	Wednesday	[4, 7, 22, 25, 35, 42, 5]
2013/3/26	Tuesday	[3, 26, 35, 38, 40, 42, 31]
2013/3/25	Monday	[10, 15, 25, 36, 47, 48, 44]
2013/3/24	Sunday	[4, 7, 9, 18, 30, 31, 28]
2013/3/23	Saturday	[8, 12, 18, 24, 32, 37, 25]
2013/3/22	Friday	[2, 3, 36, 38, 40, 48, 23]
2013/3/21	Thursday	[9, 10, 11, 18, 44, 45, 13]
2013/3/20	Wednesday	[3, 15, 19, 20, 25, 35, 34]
2013/3/19	Tuesday	[10, 25, 28, 36, 38, 43, 13]
2013/3/18	Monday	[22, 32, 37, 39, 45, 48, 17]
2013/3/17	Sunday	[26, 30, 40, 41, 47, 48, 45]
2013/3/16	Saturday	[1, 12, 21, 24, 27, 45, 43]
2013/3/15	Friday	[1, 32, 38, 40, 43, 46, 28]
2013/3/14	Thursday	[4, 9, 22, 36, 44, 45, 40]
2013/3/13	Wednesday	[6, 17, 31, 33, 43, 46, 8]
2013/3/12	Tuesday	[7, 18, 25, 27, 38, 39, 48]
2013/3/11	Monday	[18, 31, 32, 34, 38, 42, 44]
2013/3/10	Sunday	[5, 6, 18, 35, 40, 47, 20]
2013/3/9	Saturday	[11, 19, 24, 36, 40, 41, 48]
2013/3/8	Friday	[2, 21, 22, 23, 36, 47, 13]
2013/3/7	Thursday	[15, 19, 23, 29, 32, 46, 40]
2013/3/6	Wednesday	[4, 11, 12, 16, 41, 42, 43]
2013/3/5	Tuesday	[7, 10, 14, 16, 18, 33, 47]
2013/3/4	Monday	[1, 19, 23, 31, 41, 46, 21]
2013/3/3	Sunday	[26, 30, 33, 34, 47, 49, 27]
2013/3/2	Saturday	[1, 6, 27, 35, 41, 45, 12]
2013/3/1	Friday	[7, 13, 19, 26, 28, 32, 11]
2013/2/28	Thursday	[8, 14, 18, 27, 45, 47, 22]
2013/2/27	Wednesday	[7, 16, 19, 42, 45, 49, 34]
2013/2/26	Tuesday	[4, 14, 21, 32, 35, 49, 17]
2013/2/25	Monday	[7, 8, 11, 21, 25, 40, 31]
2013/2/24	Sunday	[2, 7, 10, 17, 29, 40, 3]
2013/2/23	Saturday	[6, 9, 14, 28, 38, 43, 8]
2013/2/22	Friday	[2, 7, 9, 26, 34, 46, 16]
2013/2/21	Thursday	[9, 10, 12, 31, 32, 33, 34]
2013/2/20	Wednesday	[11, 17, 24, 41, 42, 44, 31]
2013/2/19	Tuesday	[7, 12, 18, 25, 40, 47, 26]
2013/2/18	Monday	[3, 6, 19, 31, 33, 36, 22]
2013/2/17	Sunday	[8, 21, 37, 42, 44, 48, 12]
2013/2/16	Saturday	[5, 7, 17, 20, 25, 42, 24]
2013/2/15	Friday	[1, 3, 4, 20, 25, 47, 19]
2013/2/14	Thursday	[4, 9, 19, 31, 32, 49, 15]
2013/2/13	Wednesday	[3, 7, 12, 36, 39, 49, 48]
2013/2/12	Tuesday	[4, 5, 7, 15, 17, 32, 48]
2013/2/11	Monday	[3, 19, 23, 26, 36, 40, 29]
2013/2/10	Sunday	[1, 22, 23, 24, 27, 42, 26]
2013/2/9	Saturday	[6, 20, 38, 39, 42, 47, 16]
2013/2/8	Friday	[6, 21, 29, 31, 39, 40, 16]
2013/2/7	Thursday	[5, 18, 19, 23, 38, 47, 41]
2013/2/6	Wednesday	[19, 23, 25, 36, 43, 46, 41]
2013/2/5	Tuesday	[31, 35, 37, 45, 47, 49, 19]
2013/2/4	Monday	[5, 6, 15, 26, 27, 45, 21]
2013/2/3	Sunday	[9, 13, 20, 23, 36, 48, 44]
2013/2/2	Saturday	[10, 17, 25, 27, 39, 46, 28]
2013/2/1	Friday	[1, 2, 5, 33, 44, 47, 31]
2013/1/31	Thursday	[2, 12, 17, 19, 35, 42, 13]
2013/1/30	Wednesday	[8, 18, 30, 37, 40, 44, 5]
2013/1/29	Tuesday	[1, 18, 19, 20, 27, 36, 47]
2013/1/28	Monday	[2, 3, 14, 20, 37, 48, 24]
2013/1/27	Sunday	[7, 8, 16, 18, 34, 40, 28]
2013/1/26	Saturday	[5, 11, 13, 17, 25, 46, 39]
2013/1/25	Friday	[15, 21, 25, 31, 36, 40, 16]
2013/1/24	Thursday	[11, 29, 42, 43, 44, 45, 21]
2013/1/23	Wednesday	[3, 10, 11, 22, 23, 48, 19]
2013/1/22	Tuesday	[9, 15, 40, 41, 46, 49, 23]
2013/1/21	Monday	[9, 17, 29, 32, 33, 47, 39]
2013/1/20	Sunday	[9, 10, 20, 22, 35, 36, 23]
2013/1/19	Saturday	[19, 24, 28, 38, 43, 48, 8]
2013/1/18	Friday	[11, 24, 35, 41, 42, 46, 38]
2013/1/17	Thursday	[6, 7, 19, 31, 34, 42, 44]
2013/1/16	Wednesday	[5, 10, 14, 27, 33, 42, 11]
2013/1/15	Tuesday	[13, 16, 33, 38, 44, 47, 29]
2013/1/14	Monday	[2, 21, 39, 40, 41, 43, 44]
2013/1/13	Sunday	[9, 11, 14, 18, 27, 33, 26]
2013/1/12	Saturday	[15, 38, 39, 44, 45, 46, 34]
2013/1/11	Friday	[17, 20, 21, 30, 34, 43, 9]
2013/1/10	Thursday	[6, 9, 11, 33, 34, 42, 18]
2013/1/9	Wednesday	[4, 8, 17, 28, 32, 48, 5]
2013/1/8	Tuesday	[5, 20, 33, 34, 40, 44, 1]
2013/1/7	Monday	[1, 2, 3, 10, 36, 48, 8]
2013/1/6	Sunday	[11, 18, 24, 29, 32, 45, 17]
2013/1/5	Saturday	[2, 8, 10, 31, 34, 48, 13]
2013/1/4	Friday	[1, 21, 36, 39, 42, 43, 14]
2013/1/3	Thursday	[7, 14, 21, 31, 33, 49, 17]
2013/1/2	Wednesday	[1, 15, 23, 30, 38, 39, 41]
2013/1/1	Tuesday	[3, 7, 12, 36, 38, 41, 43]
