Date	Day	result
1998/10/26	Monday	[11, 16, 24, 34, 43, 47]
1998/10/25	Sunday	[3, 4, 7, 8, 25, 39]
1998/10/24	Saturday	[5, 11, 18, 38, 41, 48]
1998/10/23	Friday	[1, 22, 32, 33, 45, 47]
1998/10/22	Thursday	[6, 33, 38, 41, 46, 48]
1998/10/21	Wednesday	[6, 15, 21, 31, 34, 35]
1998/10/20	Tuesday	[11, 12, 13, 35, 44, 47]
1998/10/19	Monday	[6, 8, 12, 25, 31, 47]
1998/10/17	Saturday	[10, 16, 17, 22, 26, 41]
1998/10/16	Friday	[30, 33, 37, 38, 44, 45]
1998/10/15	Thursday	[20, 27, 28, 32, 37, 40]
1998/10/14	Wednesday	[10, 11, 19, 22, 23, 26]
1998/10/13	Tuesday	[4, 5, 12, 18, 31, 49]
1998/10/12	Monday	[1, 7, 25, 31, 38, 44]
1998/10/10	Saturday	[13, 16, 20, 30, 42, 44]
1998/10/9	Friday	[1, 10, 18, 25, 37, 45]
1998/10/8	Thursday	[2, 13, 32, 37, 38, 0]
1998/10/7	Wednesday	[6, 12, 13, 17, 27, 36]
1998/10/6	Tuesday	[1, 10, 14, 18, 45, 47]
1998/10/5	Monday	[5, 24, 32, 38, 39, 42]
1998/10/4	Sunday	[3, 12, 14, 21, 38, 47]
1998/10/3	Saturday	[2, 5, 15, 18, 40, 48]
1998/10/2	Friday	[1, 2, 5, 30, 36, 40]
1998/10/1	Thursday	[3, 8, 13, 33, 40, 41]
1998/9/30	Wednesday	[1, 25, 33, 35, 46, 47]
1998/9/29	Tuesday	[12, 16, 22, 23, 42, 43]
1998/9/28	Monday	[3, 5, 13, 20, 24, 27]
1998/9/27	Sunday	[5, 10, 16, 36, 43, 47]
1998/9/26	Saturday	[14, 17, 18, 37, 40, 48]
1998/9/25	Friday	[9, 16, 17, 23, 31, 34]
1998/9/24	Thursday	[3, 32, 37, 38, 40, 41]
1998/9/23	Wednesday	[12, 18, 21, 26, 38, 48]
1998/9/22	Tuesday	[10, 15, 17, 34, 41, 47]
1998/9/21	Monday	[15, 21, 25, 28, 38, 42]
1998/9/19	Saturday	[18, 28, 40, 42, 46, 49]
1998/9/18	Friday	[2, 19, 25, 31, 32, 38]
1998/9/17	Thursday	[5, 26, 30, 32, 40, 45]
1998/9/16	Wednesday	[1, 16, 19, 24, 34, 46]
1998/9/15	Tuesday	[19, 23, 24, 27, 37, 49]
1998/9/14	Monday	[5, 23, 26, 29, 33, 35]
1998/9/12	Saturday	[3, 5, 18, 26, 38, 46]
1998/9/11	Friday	[1, 7, 25, 33, 34, 47]
1998/9/10	Thursday	[10, 17, 30, 36, 39, 47]
1998/9/9	Wednesday	[8, 30, 31, 38, 44, 49]
1998/9/8	Tuesday	[3, 10, 15, 23, 37, 44]
1998/9/7	Monday	[17, 29, 35, 40, 42, 45]
1998/9/5	Saturday	[3, 5, 16, 22, 30, 36]
1998/9/4	Friday	[2, 6, 7, 14, 28, 32]
1998/9/3	Thursday	[5, 21, 35, 37, 42, 49]
1998/9/2	Wednesday	[6, 11, 29, 39, 47, 48]
1998/9/1	Tuesday	[7, 18, 21, 26, 37, 40]
1998/8/31	Monday	[1, 9, 11, 24, 27, 42]
1998/8/29	Saturday	[3, 23, 27, 29, 30, 31]
1998/8/28	Friday	[3, 14, 21, 26, 28, 49]
1998/8/27	Thursday	[9, 12, 21, 22, 43, 45]
1998/8/26	Wednesday	[2, 9, 13, 14, 17, 40]
1998/8/25	Tuesday	[4, 5, 26, 27, 38, 41]
1998/8/24	Monday	[11, 19, 25, 36, 37, 47]
1998/8/22	Saturday	[5, 29, 30, 45, 46, 47]
1998/8/21	Friday	[1, 3, 11, 33, 43, 49]
1998/8/20	Thursday	[12, 18, 19, 22, 24, 28]
1998/8/19	Wednesday	[18, 24, 26, 39, 43, 45]
1998/8/18	Tuesday	[5, 6, 27, 30, 37, 46]
1998/8/17	Monday	[20, 29, 33, 34, 44, 46]
1998/8/16	Sunday	[14, 16, 20, 28, 42, 46]
1998/8/15	Saturday	[3, 8, 12, 18, 23, 30]
1998/8/14	Friday	[2, 11, 17, 20, 27, 30]
1998/8/13	Thursday	[4, 7, 19, 25, 33, 38]
1998/8/12	Wednesday	[10, 11, 12, 20, 31, 40]
1998/8/11	Tuesday	[15, 29, 30, 32, 33, 39]
1998/8/10	Monday	[5, 12, 13, 17, 30, 35]
1998/8/9	Sunday	[1, 3, 7, 13, 20, 24]
1998/8/8	Saturday	[3, 5, 27, 45, 47, 49]
1998/8/7	Friday	[5, 16, 17, 36, 45, 46]
1998/8/6	Thursday	[6, 14, 24, 34, 38, 39]
1998/8/5	Wednesday	[7, 26, 34, 40, 45, 46]
1998/8/4	Tuesday	[10, 25, 27, 43, 44, 47]
1998/8/3	Monday	[1, 9, 12, 24, 39, 45]
1998/8/2	Sunday	[11, 29, 31, 36, 38, 44]
1998/8/1	Saturday	[12, 22, 34, 42, 45, 49]
1998/7/31	Friday	[1, 2, 10, 15, 22, 43]
1998/7/30	Thursday	[5, 18, 22, 31, 47, 49]
1998/7/29	Wednesday	[2, 10, 13, 16, 25, 29]
1998/7/28	Tuesday	[10, 28, 29, 31, 36, 39]
1998/7/27	Monday	[9, 13, 31, 32, 35, 41]
1998/7/25	Saturday	[1, 5, 9, 16, 38, 39]
1998/7/24	Friday	[7, 12, 21, 22, 35, 46]
1998/7/23	Thursday	[6, 7, 15, 16, 29, 41]
1998/7/22	Wednesday	[11, 18, 28, 39, 47, 48]
1998/7/21	Tuesday	[14, 18, 26, 29, 42, 46]
1998/7/20	Monday	[3, 12, 19, 25, 30, 40]
1998/7/18	Saturday	[2, 4, 12, 42, 45, 48]
1998/7/17	Friday	[8, 19, 21, 31, 33, 34]
1998/7/16	Thursday	[2, 9, 14, 21, 23, 41]
1998/7/15	Wednesday	[3, 18, 19, 26, 39, 49]
1998/7/14	Tuesday	[13, 16, 20, 25, 48, 49]
1998/7/13	Monday	[18, 23, 29, 31, 35, 36]
1998/7/12	Sunday	[4, 6, 22, 30, 39, 48]
1998/7/11	Saturday	[14, 27, 29, 40, 44, 45]
1998/7/10	Friday	[2, 4, 6, 7, 29, 37]
1998/7/9	Thursday	[10, 25, 27, 28, 38, 46]
1998/7/8	Wednesday	[7, 9, 25, 27, 31, 48]
1998/7/7	Tuesday	[7, 9, 13, 17, 34, 39]
1998/7/6	Monday	[2, 3, 24, 29, 30, 37]
1998/7/4	Saturday	[7, 8, 12, 14, 21, 49]
1998/7/3	Friday	[2, 9, 20, 22, 39, 44]
1998/7/2	Thursday	[17, 25, 33, 35, 41, 46]
1998/7/1	Wednesday	[10, 33, 35, 36, 40, 47]
1998/6/30	Tuesday	[3, 4, 23, 34, 35, 46]
1998/6/29	Monday	[6, 15, 19, 30, 38, 39]
1998/6/28	Sunday	[10, 14, 15, 16, 17, 44]
1998/6/27	Saturday	[2, 3, 11, 18, 19, 20]
1998/6/26	Friday	[27, 30, 33, 39, 43, 47]
1998/6/25	Thursday	[8, 16, 17, 25, 37, 43]
1998/6/24	Wednesday	[20, 22, 28, 33, 34, 35]
1998/6/23	Tuesday	[5, 7, 16, 19, 37, 43]
1998/6/22	Monday	[3, 8, 14, 22, 27, 34]
1998/6/20	Saturday	[11, 12, 34, 39, 42, 45]
1998/6/19	Friday	[8, 17, 18, 19, 28, 38]
1998/6/18	Thursday	[10, 22, 24, 26, 34, 45]
1998/6/17	Wednesday	[2, 18, 25, 42, 44, 46]
1998/6/16	Tuesday	[3, 12, 16, 24, 28, 32]
1998/6/15	Monday	[3, 15, 26, 40, 41, 44]
1998/6/13	Saturday	[1, 13, 15, 20, 40, 48]
1998/6/12	Friday	[8, 16, 28, 32, 35, 47]
1998/6/11	Thursday	[15, 18, 22, 26, 28, 35]
1998/6/10	Wednesday	[4, 7, 21, 24, 26, 32]
1998/6/9	Tuesday	[2, 8, 14, 16, 21, 32]
1998/6/8	Monday	[7, 10, 19, 31, 33, 47]
1998/6/6	Saturday	[8, 10, 19, 30, 45, 47]
1998/6/5	Friday	[18, 22, 33, 37, 44, 48]
1998/6/4	Thursday	[1, 8, 23, 26, 36, 49]
1998/6/3	Wednesday	[6, 20, 27, 28, 32, 45]
1998/6/2	Tuesday	[4, 20, 24, 30, 34, 45]
1998/6/1	Monday	[5, 8, 9, 14, 26, 34]
1998/5/30	Saturday	[2, 6, 9, 13, 19, 49]
1998/5/29	Friday	[4, 18, 19, 33, 37, 42]
1998/5/28	Thursday	[5, 9, 30, 33, 37, 40]
1998/5/27	Wednesday	[3, 4, 17, 23, 29, 43]
1998/5/26	Tuesday	[20, 23, 29, 33, 41, 49]
1998/5/25	Monday	[3, 10, 13, 17, 22, 29]
1998/5/23	Saturday	[4, 11, 17, 30, 38, 44]
1998/5/22	Friday	[3, 4, 5, 11, 22, 38]
1998/5/21	Thursday	[12, 17, 27, 28, 33, 34]
1998/5/20	Wednesday	[1, 16, 20, 29, 41, 47]
1998/5/19	Tuesday	[2, 5, 13, 18, 26, 39]
1998/5/18	Monday	[3, 5, 11, 28, 41, 46]
1998/5/17	Sunday	[6, 26, 34, 40, 41, 44]
1998/5/16	Saturday	[5, 20, 27, 30, 41, 48]
1998/5/15	Friday	[1, 14, 23, 31, 33, 36]
1998/5/14	Thursday	[13, 22, 23, 27, 33, 41]
1998/5/13	Wednesday	[6, 7, 9, 24, 26, 32]
1998/5/12	Tuesday	[14, 15, 20, 29, 37, 39]
1998/5/11	Monday	[10, 12, 14, 29, 32, 48]
1998/5/10	Sunday	[2, 6, 28, 32, 38, 47]
1998/5/9	Saturday	[6, 11, 30, 37, 39, 45]
1998/5/8	Friday	[2, 22, 24, 26, 33, 45]
1998/5/7	Thursday	[16, 21, 27, 37, 38, 43]
1998/5/6	Wednesday	[4, 11, 16, 27, 31, 41]
1998/5/5	Tuesday	[12, 20, 27, 28, 33, 38]
1998/5/4	Monday	[18, 21, 28, 33, 35, 41]
1998/5/3	Sunday	[7, 21, 30, 33, 39, 47]
1998/5/2	Saturday	[5, 6, 15, 30, 35, 47]
1998/5/1	Friday	[6, 8, 18, 23, 31, 36]
1998/4/30	Thursday	[17, 18, 27, 31, 32, 44]
1998/4/29	Wednesday	[16, 27, 32, 37, 45, 49]
1998/4/28	Tuesday	[8, 9, 20, 21, 47, 49]
1998/4/27	Monday	[8, 13, 17, 21, 32, 35]
1998/4/25	Saturday	[13, 16, 31, 33, 34, 41]
1998/4/24	Friday	[9, 10, 20, 25, 36, 37]
1998/4/23	Thursday	[8, 15, 22, 31, 36, 44]
1998/4/22	Wednesday	[3, 15, 21, 27, 35, 39]
1998/4/21	Tuesday	[1, 12, 27, 32, 36, 40]
1998/4/20	Monday	[15, 29, 35, 37, 41, 47]
1998/4/18	Saturday	[10, 13, 20, 26, 44, 49]
1998/4/17	Friday	[1, 25, 27, 30, 38, 47]
1998/4/16	Thursday	[6, 23, 24, 33, 34, 36]
1998/4/15	Wednesday	[4, 14, 18, 26, 27, 40]
1998/4/14	Tuesday	[16, 17, 20, 26, 28, 44]
1998/4/13	Monday	[5, 7, 13, 26, 27, 45]
1998/4/11	Saturday	[4, 11, 18, 20, 29, 49]
1998/4/9	Thursday	[11, 27, 31, 35, 39, 46]
1998/4/8	Wednesday	[3, 20, 21, 24, 26, 48]
1998/4/7	Tuesday	[17, 20, 26, 31, 41, 49]
1998/4/6	Monday	[16, 17, 29, 30, 48, 49]
1998/4/4	Saturday	[11, 21, 25, 34, 35, 36]
1998/4/3	Friday	[1, 5, 29, 31, 36, 44]
1998/4/2	Thursday	[9, 12, 14, 22, 36, 44]
1998/4/1	Wednesday	[19, 20, 26, 30, 32, 33]
1998/3/31	Tuesday	[6, 19, 25, 36, 43, 45]
1998/3/30	Monday	[3, 7, 11, 13, 21, 30]
1998/3/28	Saturday	[7, 19, 24, 28, 35, 37]
1998/3/27	Friday	[1, 12, 18, 20, 28, 47]
1998/3/26	Thursday	[8, 12, 27, 31, 39, 48]
1998/3/25	Wednesday	[8, 9, 12, 14, 33, 47]
1998/3/24	Tuesday	[5, 13, 25, 26, 33, 49]
1998/3/23	Monday	[7, 17, 23, 26, 32, 43]
1998/3/21	Saturday	[14, 17, 28, 38, 40, 45]
1998/3/20	Friday	[6, 9, 11, 32, 37, 46]
1998/3/19	Thursday	[1, 5, 9, 17, 22, 24]
1998/3/18	Wednesday	[7, 12, 21, 27, 38, 44]
1998/3/17	Tuesday	[5, 29, 31, 42, 48, 49]
1998/3/16	Monday	[1, 7, 9, 22, 34, 37]
1998/3/14	Saturday	[13, 15, 18, 23, 26, 45]
1998/3/13	Friday	[14, 17, 20, 26, 34, 45]
1998/3/12	Thursday	[5, 12, 13, 21, 22, 33]
1998/3/11	Wednesday	[10, 17, 21, 27, 28, 48]
1998/3/10	Tuesday	[8, 12, 19, 29, 36, 49]
1998/3/9	Monday	[5, 6, 23, 24, 32, 42]
1998/3/7	Saturday	[3, 4, 12, 17, 24, 28]
1998/3/6	Friday	[8, 15, 21, 31, 37, 38]
1998/3/5	Thursday	[3, 17, 19, 24, 35, 45]
1998/3/4	Wednesday	[4, 12, 13, 16, 27, 39]
1998/3/3	Tuesday	[3, 23, 33, 41, 45, 49]
1998/3/2	Monday	[6, 24, 30, 37, 39, 49]
1998/2/28	Saturday	[7, 17, 23, 25, 42, 44]
1998/2/27	Friday	[13, 14, 16, 29, 42, 46]
1998/2/26	Thursday	[6, 15, 21, 26, 39, 43]
1998/2/25	Wednesday	[6, 15, 16, 28, 32, 42]
1998/2/24	Tuesday	[2, 7, 15, 30, 40, 49]
1998/2/23	Monday	[12, 15, 22, 34, 45, 49]
1998/2/21	Saturday	[4, 20, 26, 37, 38, 44]
1998/2/20	Friday	[1, 5, 10, 12, 15, 37]
1998/2/19	Thursday	[2, 8, 13, 15, 26, 49]
1998/2/18	Wednesday	[3, 5, 6, 18, 29, 38]
1998/2/17	Tuesday	[11, 18, 29, 34, 40, 49]
1998/2/16	Monday	[5, 6, 25, 34, 41, 44]
1998/2/14	Saturday	[19, 34, 41, 44, 47, 48]
1998/2/13	Friday	[9, 14, 15, 22, 43, 49]
1998/2/12	Thursday	[9, 10, 15, 16, 26, 34]
1998/2/11	Wednesday	[1, 3, 9, 14, 31, 40]
1998/2/10	Tuesday	[2, 6, 9, 14, 15, 39]
1998/2/9	Monday	[1, 4, 22, 31, 35, 46]
1998/2/7	Saturday	[4, 9, 11, 13, 22, 38]
1998/2/6	Friday	[3, 8, 9, 18, 38, 40]
1998/2/5	Thursday	[4, 8, 14, 15, 41, 43]
1998/2/4	Wednesday	[5, 17, 21, 25, 42, 48]
1998/2/3	Tuesday	[22, 35, 36, 39, 40, 43]
1998/2/2	Monday	[2, 17, 23, 37, 42, 47]
1998/1/31	Saturday	[8, 18, 21, 38, 40, 48]
1998/1/30	Friday	[16, 21, 27, 31, 36, 39]
1998/1/29	Thursday	[2, 10, 29, 32, 33, 34]
1998/1/28	Wednesday	[12, 15, 18, 19, 23, 32]
1998/1/27	Tuesday	[1, 10, 16, 19, 28, 46]
1998/1/26	Monday	[3, 6, 29, 32, 38, 39]
1998/1/24	Saturday	[8, 18, 20, 21, 27, 48]
1998/1/23	Friday	[1, 17, 29, 34, 35, 49]
1998/1/22	Thursday	[12, 22, 27, 30, 40, 42]
1998/1/21	Wednesday	[17, 19, 32, 44, 46, 48]
1998/1/20	Tuesday	[1, 6, 24, 25, 33, 35]
1998/1/19	Monday	[5, 16, 28, 35, 38, 47]
1998/1/17	Saturday	[11, 15, 17, 20, 21, 29]
1998/1/16	Friday	[1, 3, 21, 24, 43, 48]
1998/1/15	Thursday	[8, 19, 22, 33, 36, 38]
1998/1/14	Wednesday	[6, 14, 28, 34, 39, 44]
1998/1/13	Tuesday	[1, 12, 17, 25, 30, 39]
1998/1/12	Monday	[9, 14, 36, 38, 40, 47]
1998/1/10	Saturday	[4, 9, 11, 32, 34, 48]
1998/1/9	Friday	[3, 17, 21, 26, 29, 48]
1998/1/8	Thursday	[1, 8, 16, 19, 26, 37]
1998/1/7	Wednesday	[2, 8, 13, 17, 26, 41]
1998/1/6	Tuesday	[1, 16, 31, 32, 34, 36]
1998/1/5	Monday	[8, 17, 28, 41, 42, 45]
1998/1/3	Saturday	[6, 8, 22, 37, 38, 41]
1998/1/2	Friday	[6, 19, 26, 28, 33, 45]
1998/1/1	Thursday	[7, 13, 22, 30, 38, 43]
