Date	Day	result
2014/11/12	Wednesday	[6, 8, 9, 33, 38, 44, 15]
2014/11/11	Tuesday	[12, 18, 28, 32, 42, 45, 1]
2014/11/10	Monday	[2, 13, 30, 41, 46, 49, 9]
2014/11/9	Sunday	[8, 11, 20, 25, 31, 48, 34]
2014/11/8	Saturday	[16, 18, 19, 20, 27, 39, 29]
2014/11/7	Friday	[1, 6, 19, 39, 44, 46, 13]
2014/11/6	Thursday	[6, 11, 12, 19, 34, 49, 13]
2014/11/5	Wednesday	[5, 32, 35, 46, 47, 49, 37]
2014/11/4	Tuesday	[8, 10, 25, 29, 30, 38, 4]
2014/11/3	Monday	[6, 14, 15, 20, 30, 42, 48]
2014/11/2	Sunday	[16, 19, 31, 35, 38, 44, 41]
2014/11/1	Saturday	[5, 8, 9, 23, 34, 49, 21]
2014/10/31	Friday	[23, 36, 40, 44, 45, 49, 2]
2014/10/30	Thursday	[4, 9, 17, 18, 36, 44, 41]
2014/10/29	Wednesday	[12, 13, 22, 26, 48, 49, 43]
2014/10/28	Tuesday	[14, 16, 21, 24, 35, 46, 1]
2014/10/27	Monday	[1, 14, 19, 29, 40, 45, 32]
2014/10/26	Sunday	[8, 13, 32, 38, 46, 49, 30]
2014/10/25	Saturday	[1, 15, 17, 37, 42, 49, 48]
2014/10/24	Friday	[1, 5, 7, 9, 15, 36, 24]
2014/10/23	Thursday	[12, 23, 25, 30, 41, 48, 27]
2014/10/22	Wednesday	[12, 26, 35, 36, 41, 45, 30]
2014/10/21	Tuesday	[1, 2, 33, 34, 35, 47, 38]
2014/10/20	Monday	[2, 6, 12, 26, 45, 48, 19]
2014/10/19	Sunday	[5, 14, 26, 32, 39, 45, 18]
2014/10/18	Saturday	[1, 2, 21, 27, 34, 47, 18]
2014/10/17	Friday	[5, 6, 18, 19, 23, 49, 24]
2014/10/16	Thursday	[2, 5, 7, 30, 31, 40, 27]
2014/10/15	Wednesday	[6, 14, 33, 35, 38, 39, 24]
2014/10/14	Tuesday	[4, 5, 8, 22, 28, 45, 14]
2014/10/13	Monday	[9, 13, 15, 23, 32, 45, 29]
2014/10/12	Sunday	[6, 20, 24, 27, 28, 30, 22]
2014/10/11	Saturday	[5, 8, 16, 40, 41, 49, 46]
2014/10/10	Friday	[3, 8, 10, 17, 22, 40, 34]
2014/10/9	Thursday	[4, 16, 17, 22, 23, 35, 31]
2014/10/8	Wednesday	[8, 9, 10, 21, 26, 33, 6]
2014/10/7	Tuesday	[4, 17, 18, 20, 26, 44, 14]
2014/10/6	Monday	[2, 3, 11, 17, 42, 44, 15]
2014/10/5	Sunday	[4, 9, 19, 22, 40, 47, 10]
2014/10/4	Saturday	[1, 4, 5, 8, 12, 19, 18]
2014/10/3	Friday	[1, 6, 28, 30, 41, 45, 32]
2014/10/2	Thursday	[3, 5, 6, 26, 44, 49, 19]
2014/10/1	Wednesday	[11, 18, 20, 24, 40, 44, 26]
2014/9/30	Tuesday	[1, 5, 28, 36, 37, 44, 35]
2014/9/29	Monday	[1, 11, 22, 24, 35, 45, 8]
2014/9/28	Sunday	[1, 5, 12, 22, 39, 41, 29]
2014/9/27	Saturday	[5, 9, 11, 13, 25, 32, 35]
2014/9/26	Friday	[1, 6, 12, 14, 31, 44, 5]
2014/9/25	Thursday	[6, 8, 16, 31, 37, 44, 43]
2014/9/24	Wednesday	[12, 16, 22, 26, 31, 32, 42]
2014/9/23	Tuesday	[13, 20, 23, 27, 28, 45, 32]
2014/9/22	Monday	[6, 14, 27, 32, 37, 43, 9]
2014/9/21	Sunday	[4, 19, 30, 32, 38, 41, 3]
2014/9/20	Saturday	[10, 13, 30, 31, 43, 46, 41]
2014/9/19	Friday	[14, 19, 22, 26, 30, 43, 36]
2014/9/18	Thursday	[3, 13, 20, 26, 40, 41, 35]
2014/9/17	Wednesday	[3, 11, 20, 22, 39, 47, 4]
2014/9/16	Tuesday	[11, 19, 21, 32, 47, 48, 3]
2014/9/15	Monday	[8, 30, 37, 39, 41, 45, 47]
2014/9/14	Sunday	[2, 25, 30, 34, 43, 44, 47]
2014/9/13	Saturday	[3, 10, 18, 30, 33, 38, 21]
2014/9/12	Friday	[4, 24, 26, 29, 33, 43, 1]
2014/9/11	Thursday	[13, 16, 33, 37, 47, 49, 5]
2014/9/10	Wednesday	[1, 8, 21, 24, 40, 44, 42]
2014/9/9	Tuesday	[4, 10, 24, 25, 31, 47, 40]
2014/9/8	Monday	[9, 12, 15, 20, 26, 36, 46]
2014/9/7	Sunday	[7, 8, 13, 16, 18, 28, 42]
2014/9/6	Saturday	[7, 10, 13, 23, 29, 45, 43]
2014/9/5	Friday	[8, 12, 22, 34, 42, 45, 27]
2014/9/4	Thursday	[9, 14, 17, 18, 24, 47, 39]
2014/9/3	Wednesday	[6, 9, 20, 22, 38, 49, 3]
2014/9/2	Tuesday	[4, 8, 21, 29, 33, 47, 23]
2014/9/1	Monday	[4, 21, 23, 27, 35, 44, 14]
2014/8/31	Sunday	[11, 18, 23, 29, 39, 40, 41]
2014/8/30	Saturday	[21, 22, 25, 34, 38, 40, 15]
2014/8/29	Friday	[2, 20, 22, 28, 39, 42, 49]
2014/8/28	Thursday	[11, 16, 20, 34, 40, 41, 10]
2014/8/27	Wednesday	[16, 21, 39, 42, 43, 46, 32]
2014/8/26	Tuesday	[8, 10, 13, 14, 23, 48, 18]
2014/8/25	Monday	[4, 9, 11, 36, 38, 39, 35]
2014/8/24	Sunday	[15, 20, 27, 34, 39, 45, 18]
2014/8/23	Saturday	[4, 19, 26, 37, 39, 49, 46]
2014/8/22	Friday	[18, 22, 26, 36, 40, 43, 48]
2014/8/21	Thursday	[4, 14, 15, 33, 43, 45, 8]
2014/8/20	Wednesday	[8, 9, 10, 18, 19, 40, 42]
2014/8/19	Tuesday	[5, 6, 12, 22, 35, 37, 40]
2014/8/18	Monday	[10, 19, 22, 26, 29, 35, 15]
2014/8/17	Sunday	[5, 6, 7, 9, 15, 18, 40]
2014/8/16	Saturday	[3, 7, 8, 17, 45, 46, 22]
2014/8/15	Friday	[14, 16, 30, 36, 42, 45, 17]
2014/8/14	Thursday	[2, 13, 18, 26, 27, 41, 48]
2014/8/13	Wednesday	[11, 19, 35, 37, 44, 48, 15]
2014/8/12	Tuesday	[9, 18, 28, 33, 38, 49, 25]
2014/8/11	Monday	[3, 18, 39, 41, 45, 48, 9]
2014/8/10	Sunday	[2, 11, 19, 22, 30, 31, 34]
2014/8/9	Saturday	[3, 6, 12, 32, 39, 43, 27]
2014/8/8	Friday	[2, 4, 11, 32, 44, 45, 3]
2014/8/7	Thursday	[8, 20, 28, 40, 44, 49, 45]
2014/8/6	Wednesday	[9, 17, 28, 31, 33, 39, 42]
2014/8/5	Tuesday	[4, 7, 17, 20, 26, 30, 45]
2014/8/4	Monday	[6, 30, 34, 44, 46, 48, 45]
2014/8/3	Sunday	[5, 15, 20, 22, 25, 31, 45]
2014/8/2	Saturday	[5, 8, 11, 29, 38, 39, 37]
2014/8/1	Friday	[9, 20, 27, 28, 34, 35, 36]
2014/7/31	Thursday	[2, 10, 20, 40, 44, 46, 21]
2014/7/30	Wednesday	[2, 10, 22, 30, 35, 37, 19]
2014/7/29	Tuesday	[6, 8, 21, 23, 33, 44, 15]
2014/7/28	Monday	[3, 5, 19, 24, 31, 36, 44]
2014/7/27	Sunday	[2, 10, 24, 34, 40, 47, 26]
2014/7/26	Saturday	[22, 28, 31, 34, 41, 45, 14]
2014/7/25	Friday	[5, 13, 36, 40, 42, 43, 15]
2014/7/24	Thursday	[1, 2, 14, 31, 33, 45, 15]
2014/7/23	Wednesday	[8, 9, 11, 32, 36, 41, 13]
2014/7/22	Tuesday	[2, 5, 11, 26, 31, 43, 19]
2014/7/21	Monday	[10, 11, 12, 14, 16, 21, 36]
2014/7/20	Sunday	[5, 6, 7, 10, 24, 35, 29]
2014/7/19	Saturday	[2, 16, 17, 28, 36, 45, 12]
2014/7/18	Friday	[1, 8, 9, 17, 32, 36, 30]
2014/7/17	Thursday	[1, 6, 14, 18, 26, 28, 45]
2014/7/16	Wednesday	[7, 10, 15, 23, 33, 48, 27]
2014/7/15	Tuesday	[16, 17, 36, 41, 43, 49, 37]
2014/7/14	Monday	[4, 20, 31, 32, 39, 45, 22]
2014/7/13	Sunday	[25, 27, 30, 32, 39, 48, 37]
2014/7/12	Saturday	[16, 19, 22, 23, 40, 45, 42]
2014/7/11	Friday	[9, 13, 32, 33, 41, 45, 46]
2014/7/10	Thursday	[13, 15, 32, 35, 43, 46, 22]
2014/7/9	Wednesday	[11, 15, 23, 34, 39, 43, 13]
2014/7/8	Tuesday	[10, 15, 33, 38, 42, 45, 49]
2014/7/7	Monday	[14, 17, 38, 42, 43, 48, 1]
2014/7/6	Sunday	[8, 17, 20, 21, 35, 45, 43]
2014/7/5	Saturday	[16, 20, 25, 26, 30, 46, 23]
2014/7/4	Friday	[1, 9, 24, 25, 42, 48, 39]
2014/7/3	Thursday	[13, 15, 22, 25, 28, 41, 20]
2014/7/2	Wednesday	[14, 16, 35, 36, 42, 49, 43]
2014/7/1	Tuesday	[8, 12, 13, 20, 32, 36, 31]
2014/6/30	Monday	[18, 26, 37, 38, 42, 47, 29]
2014/6/29	Sunday	[3, 5, 6, 11, 13, 30, 29]
2014/6/28	Saturday	[20, 22, 27, 35, 41, 42, 28]
2014/6/27	Friday	[12, 16, 20, 22, 37, 43, 5]
2014/6/26	Thursday	[3, 10, 17, 22, 32, 46, 38]
2014/6/25	Wednesday	[6, 19, 31, 37, 39, 49, 2]
2014/6/24	Tuesday	[7, 8, 18, 24, 33, 36, 39]
2014/6/23	Monday	[9, 10, 22, 34, 42, 45, 21]
2014/6/22	Sunday	[7, 14, 18, 22, 46, 47, 45]
2014/6/21	Saturday	[19, 24, 28, 31, 40, 42, 41]
2014/6/20	Friday	[11, 19, 31, 39, 44, 48, 28]
2014/6/19	Thursday	[10, 14, 24, 28, 35, 48, 13]
2014/6/18	Wednesday	[1, 15, 16, 19, 20, 32, 49]
2014/6/17	Tuesday	[11, 28, 31, 36, 39, 48, 41]
2014/6/16	Monday	[14, 18, 26, 42, 44, 46, 37]
2014/6/15	Sunday	[1, 4, 7, 15, 18, 31, 24]
2014/6/14	Saturday	[2, 5, 25, 36, 37, 40, 4]
2014/6/13	Friday	[2, 7, 17, 35, 39, 45, 19]
2014/6/12	Thursday	[1, 5, 11, 25, 42, 45, 2]
2014/6/11	Wednesday	[5, 26, 27, 35, 36, 48, 1]
2014/6/10	Tuesday	[2, 19, 32, 43, 45, 48, 46]
2014/6/9	Monday	[19, 25, 26, 35, 42, 49, 43]
2014/6/8	Sunday	[9, 11, 13, 20, 27, 32, 3]
2014/6/7	Saturday	[11, 18, 33, 43, 46, 48, 32]
2014/6/6	Friday	[7, 28, 29, 41, 42, 44, 6]
2014/6/5	Thursday	[12, 26, 34, 38, 42, 45, 22]
2014/6/4	Wednesday	[7, 11, 20, 28, 34, 38, 16]
2014/6/3	Tuesday	[12, 13, 15, 18, 35, 43, 49]
2014/6/2	Monday	[7, 14, 25, 29, 32, 43, 41]
2014/6/1	Sunday	[18, 20, 27, 34, 43, 45, 11]
2014/5/31	Saturday	[7, 8, 20, 26, 33, 34, 23]
2014/5/30	Friday	[9, 10, 13, 14, 29, 47, 11]
2014/5/29	Thursday	[7, 11, 19, 35, 39, 44, 41]
2014/5/28	Wednesday	[16, 24, 31, 36, 37, 39, 35]
2014/5/27	Tuesday	[6, 21, 27, 29, 43, 49, 35]
2014/5/26	Monday	[7, 14, 18, 19, 30, 35, 24]
2014/5/25	Sunday	[3, 5, 7, 16, 19, 23, 13]
2014/5/24	Saturday	[17, 21, 23, 28, 39, 44, 43]
2014/5/23	Friday	[13, 16, 17, 19, 47, 49, 43]
2014/5/22	Thursday	[7, 20, 24, 29, 33, 34, 37]
2014/5/21	Wednesday	[16, 20, 38, 40, 44, 49, 33]
2014/5/20	Tuesday	[1, 2, 16, 24, 31, 43, 22]
2014/5/19	Monday	[1, 13, 25, 29, 32, 46, 36]
2014/5/18	Sunday	[15, 21, 24, 27, 34, 38, 4]
2014/5/17	Saturday	[3, 9, 18, 36, 43, 46, 41]
2014/5/16	Friday	[1, 15, 22, 27, 31, 44, 12]
2014/5/15	Thursday	[4, 20, 25, 27, 29, 33, 3]
2014/5/14	Wednesday	[1, 17, 23, 30, 37, 41, 5]
2014/5/13	Tuesday	[5, 10, 18, 23, 34, 47, 40]
2014/5/12	Monday	[1, 18, 22, 34, 40, 44, 48]
2014/5/11	Sunday	[1, 5, 6, 13, 21, 31, 42]
2014/5/10	Saturday	[5, 7, 15, 30, 33, 47, 31]
2014/5/9	Friday	[7, 10, 28, 42, 45, 47, 23]
2014/5/8	Thursday	[7, 9, 10, 31, 43, 44, 27]
2014/5/7	Wednesday	[9, 14, 16, 19, 33, 34, 43]
2014/5/6	Tuesday	[14, 22, 26, 30, 33, 41, 38]
2014/5/5	Monday	[3, 9, 15, 24, 32, 45, 5]
2014/5/4	Sunday	[15, 17, 18, 24, 27, 36, 20]
2014/5/3	Saturday	[6, 10, 15, 17, 20, 48, 39]
2014/5/2	Friday	[1, 20, 22, 26, 44, 47, 28]
2014/5/1	Thursday	[11, 22, 24, 33, 37, 41, 8]
2014/4/30	Wednesday	[3, 12, 14, 39, 48, 49, 46]
2014/4/29	Tuesday	[8, 9, 13, 24, 43, 46, 14]
2014/4/28	Monday	[23, 26, 33, 37, 38, 46, 22]
2014/4/27	Sunday	[4, 11, 34, 36, 42, 46, 39]
2014/4/26	Saturday	[10, 14, 16, 27, 34, 44, 11]
2014/4/25	Friday	[7, 11, 18, 30, 32, 37, 20]
2014/4/24	Thursday	[15, 24, 26, 36, 38, 45, 39]
2014/4/23	Wednesday	[8, 13, 23, 24, 27, 28, 14]
2014/4/22	Tuesday	[17, 18, 25, 32, 39, 45, 49]
2014/4/21	Monday	[11, 12, 17, 29, 42, 46, 22]
2014/4/20	Sunday	[18, 22, 28, 36, 43, 45, 47]
2014/4/19	Saturday	[7, 11, 15, 18, 32, 35, 13]
2014/4/18	Friday	[2, 7, 13, 15, 30, 47, 40]
2014/4/17	Thursday	[13, 17, 24, 26, 34, 49, 7]
2014/4/16	Wednesday	[4, 9, 12, 19, 29, 42, 14]
2014/4/15	Tuesday	[16, 21, 25, 30, 34, 43, 3]
2014/4/14	Monday	[4, 7, 10, 41, 42, 45, 23]
2014/4/13	Sunday	[15, 17, 28, 31, 35, 43, 7]
2014/4/12	Saturday	[8, 18, 20, 37, 45, 48, 11]
2014/4/11	Friday	[12, 16, 18, 39, 43, 49, 28]
2014/4/10	Thursday	[7, 9, 10, 16, 21, 37, 39]
2014/4/9	Wednesday	[1, 7, 12, 24, 38, 42, 23]
2014/4/8	Tuesday	[10, 17, 18, 27, 28, 49, 4]
2014/4/7	Monday	[1, 13, 17, 22, 45, 47, 9]
2014/4/6	Sunday	[9, 17, 30, 31, 33, 38, 3]
2014/4/5	Saturday	[1, 3, 16, 31, 32, 34, 21]
2014/4/4	Friday	[9, 10, 21, 37, 41, 49, 2]
2014/4/3	Thursday	[3, 5, 9, 24, 37, 43, 1]
2014/4/2	Wednesday	[1, 19, 23, 36, 38, 41, 39]
2014/4/1	Tuesday	[7, 9, 17, 20, 27, 31, 13]
2014/3/31	Monday	[3, 13, 28, 32, 45, 47, 37]
2014/3/30	Sunday	[5, 18, 28, 32, 33, 41, 17]
2014/3/29	Saturday	[19, 26, 35, 37, 41, 45, 11]
2014/3/28	Friday	[4, 9, 13, 18, 20, 48, 14]
2014/3/27	Thursday	[1, 3, 17, 33, 46, 47, 43]
2014/3/26	Wednesday	[12, 20, 22, 23, 24, 37, 49]
2014/3/25	Tuesday	[2, 17, 23, 25, 40, 48, 20]
2014/3/24	Monday	[4, 14, 27, 31, 35, 46, 40]
2014/3/23	Sunday	[7, 11, 21, 38, 48, 49, 16]
2014/3/22	Saturday	[3, 4, 17, 20, 32, 37, 41]
2014/3/21	Friday	[1, 3, 10, 13, 22, 43, 20]
2014/3/20	Thursday	[3, 12, 15, 24, 33, 46, 6]
2014/3/19	Wednesday	[19, 38, 41, 42, 45, 49, 43]
2014/3/18	Tuesday	[11, 13, 24, 32, 35, 40, 4]
2014/3/17	Monday	[7, 13, 16, 23, 43, 48, 44]
2014/3/16	Sunday	[13, 17, 26, 31, 39, 42, 25]
2014/3/15	Saturday	[15, 17, 21, 23, 27, 30, 19]
2014/3/14	Friday	[5, 12, 16, 36, 43, 45, 21]
2014/3/13	Thursday	[1, 14, 18, 33, 41, 49, 15]
2014/3/12	Wednesday	[6, 7, 21, 27, 35, 43, 24]
2014/3/11	Tuesday	[7, 11, 15, 31, 35, 44, 49]
2014/3/10	Monday	[7, 16, 26, 29, 45, 46, 15]
2014/3/9	Sunday	[5, 6, 20, 23, 27, 34, 42]
2014/3/8	Saturday	[1, 9, 25, 28, 29, 32, 22]
2014/3/7	Friday	[13, 25, 32, 37, 44, 46, 49]
2014/3/6	Thursday	[2, 4, 5, 8, 35, 43, 3]
2014/3/5	Wednesday	[2, 3, 6, 18, 29, 44, 31]
2014/3/4	Tuesday	[4, 20, 21, 29, 42, 47, 3]
2014/3/3	Monday	[10, 22, 26, 38, 46, 49, 35]
2014/3/2	Sunday	[5, 13, 19, 26, 28, 36, 30]
2014/3/1	Saturday	[1, 2, 13, 23, 33, 35, 3]
2014/2/28	Friday	[4, 9, 13, 17, 44, 49, 14]
2014/2/27	Thursday	[3, 9, 25, 26, 28, 48, 33]
2014/2/26	Wednesday	[6, 15, 28, 37, 44, 45, 25]
2014/2/25	Tuesday	[3, 4, 20, 33, 36, 45, 9]
2014/2/24	Monday	[10, 22, 26, 29, 31, 35, 24]
2014/2/23	Sunday	[6, 20, 31, 36, 44, 46, 13]
2014/2/22	Saturday	[2, 5, 7, 9, 39, 42, 18]
2014/2/21	Friday	[2, 23, 26, 27, 33, 46, 42]
2014/2/20	Thursday	[6, 7, 16, 24, 37, 41, 15]
2014/2/19	Wednesday	[5, 8, 33, 36, 38, 45, 43]
2014/2/18	Tuesday	[21, 26, 34, 37, 42, 45, 30]
2014/2/17	Monday	[1, 6, 9, 17, 35, 46, 24]
2014/2/16	Sunday	[10, 13, 20, 21, 32, 45, 3]
2014/2/15	Saturday	[10, 12, 17, 19, 28, 42, 6]
2014/2/14	Friday	[1, 7, 11, 18, 43, 44, 46]
2014/2/13	Thursday	[1, 2, 3, 4, 5, 38, 12]
2014/2/12	Wednesday	[5, 18, 19, 21, 22, 29, 43]
2014/2/11	Tuesday	[13, 16, 39, 41, 47, 49, 29]
2014/2/10	Monday	[18, 19, 22, 39, 46, 48, 36]
2014/2/9	Sunday	[2, 8, 16, 17, 22, 38, 39]
2014/2/8	Saturday	[14, 15, 22, 25, 37, 46, 44]
2014/2/7	Friday	[7, 12, 16, 22, 46, 47, 30]
2014/2/6	Thursday	[11, 13, 16, 18, 29, 41, 20]
2014/2/5	Wednesday	[4, 16, 23, 24, 25, 39, 43]
2014/2/4	Tuesday	[2, 11, 21, 26, 38, 44, 48]
2014/2/3	Monday	[23, 24, 29, 40, 41, 43, 27]
2014/2/2	Sunday	[14, 18, 19, 29, 31, 37, 7]
2014/2/1	Saturday	[7, 12, 19, 24, 34, 39, 42]
2014/1/31	Friday	[9, 20, 31, 33, 40, 47, 7]
2014/1/30	Thursday	[5, 16, 25, 35, 37, 38, 28]
2014/1/29	Wednesday	[19, 33, 39, 41, 42, 49, 10]
2014/1/28	Tuesday	[17, 23, 24, 32, 35, 45, 22]
2014/1/27	Monday	[2, 11, 14, 18, 24, 31, 42]
2014/1/26	Sunday	[4, 8, 23, 33, 36, 47, 9]
2014/1/25	Saturday	[2, 10, 12, 21, 28, 35, 42]
2014/1/24	Friday	[5, 6, 15, 19, 25, 29, 2]
2014/1/23	Thursday	[8, 24, 25, 27, 35, 42, 46]
2014/1/22	Wednesday	[1, 2, 6, 15, 21, 45, 26]
2014/1/21	Tuesday	[17, 20, 30, 34, 42, 44, 46]
2014/1/20	Monday	[6, 14, 15, 43, 46, 49, 1]
2014/1/19	Sunday	[11, 15, 23, 32, 37, 44, 29]
2014/1/18	Saturday	[2, 13, 17, 20, 24, 38, 12]
2014/1/17	Friday	[1, 16, 20, 28, 29, 37, 7]
2014/1/16	Thursday	[3, 5, 11, 12, 27, 41, 42]
2014/1/15	Wednesday	[4, 8, 11, 27, 34, 49, 22]
2014/1/14	Tuesday	[13, 17, 29, 34, 43, 47, 2]
2014/1/13	Monday	[4, 8, 32, 33, 37, 44, 3]
2014/1/12	Sunday	[15, 17, 28, 29, 33, 49, 46]
2014/1/11	Saturday	[4, 24, 25, 32, 35, 39, 3]
2014/1/10	Friday	[1, 28, 33, 36, 40, 41, 9]
2014/1/9	Thursday	[5, 9, 10, 30, 33, 37, 43]
2014/1/8	Wednesday	[10, 21, 31, 33, 35, 45, 22]
2014/1/7	Tuesday	[17, 18, 22, 30, 40, 46, 16]
2014/1/6	Monday	[7, 14, 30, 41, 45, 49, 12]
2014/1/5	Sunday	[7, 10, 31, 34, 37, 47, 6]
2014/1/4	Saturday	[10, 19, 21, 31, 32, 36, 14]
2014/1/3	Friday	[5, 13, 14, 18, 24, 30, 10]
2014/1/2	Thursday	[3, 7, 29, 39, 43, 45, 42]
2014/1/1	Wednesday	[3, 19, 20, 29, 33, 46, 32]
