Date	Day	result
2020/9/16	Wednesday	[2, 8, 25, 38, 44, 47, 6]
2020/9/15	Tuesday	[1, 2, 4, 11, 24, 42, 44]
2020/9/14	Monday	[5, 6, 8, 25, 35, 46, 48]
2020/9/13	Sunday	[5, 6, 18, 35, 44, 46, 12]
2020/9/12	Saturday	[14, 19, 31, 32, 34, 39, 8]
2020/9/11	Friday	[3, 19, 35, 45, 48, 49, 44]
2020/9/10	Thursday	[15, 22, 25, 39, 41, 46, 37]
2020/9/9	Wednesday	[1, 8, 12, 38, 46, 49, 44]
2020/9/8	Tuesday	[4, 6, 7, 8, 27, 38, 30]
2020/9/7	Monday	[6, 18, 19, 20, 41, 44, 16]
2020/9/6	Sunday	[7, 12, 14, 18, 27, 39, 44]
2020/9/5	Saturday	[2, 9, 10, 12, 17, 24, 36]
2020/9/4	Friday	[6, 13, 34, 35, 42, 46, 2]
2020/9/3	Thursday	[5, 31, 34, 36, 46, 48, 6]
2020/9/2	Wednesday	[3, 5, 23, 30, 31, 49, 32]
2020/9/1	Tuesday	[6, 7, 8, 19, 25, 44, 34]
2020/8/31	Monday	[12, 13, 30, 34, 41, 42, 29]
2020/8/30	Sunday	[17, 19, 35, 39, 40, 48, 47]
2020/8/29	Saturday	[13, 25, 38, 44, 45, 48, 28]
2020/8/28	Friday	[7, 17, 18, 27, 41, 42, 39]
2020/8/27	Thursday	[4, 13, 19, 23, 36, 41, 38]
2020/8/26	Wednesday	[2, 3, 6, 9, 25, 30, 35]
2020/8/25	Tuesday	[5, 6, 7, 39, 42, 44, 19]
2020/8/24	Monday	[1, 12, 23, 28, 34, 41, 24]
2020/8/23	Sunday	[5, 11, 12, 17, 18, 27, 31]
2020/8/22	Saturday	[11, 29, 37, 45, 46, 48, 31]
2020/8/21	Friday	[1, 2, 12, 22, 40, 49, 23]
2020/8/20	Thursday	[18, 21, 35, 40, 41, 44, 34]
2020/8/19	Wednesday	[14, 16, 17, 19, 30, 37, 4]
2020/8/18	Tuesday	[19, 23, 30, 36, 46, 47, 24]
2020/8/17	Monday	[2, 10, 20, 31, 38, 49, 18]
2020/8/16	Sunday	[5, 23, 37, 38, 47, 49, 24]
2020/8/15	Saturday	[3, 8, 10, 17, 35, 39, 38]
2020/8/14	Friday	[6, 8, 11, 14, 37, 40, 2]
2020/8/13	Thursday	[3, 20, 25, 26, 44, 47, 35]
2020/8/12	Wednesday	[5, 7, 15, 21, 25, 40, 23]
2020/8/11	Tuesday	[5, 12, 13, 24, 38, 40, 26]
2020/8/10	Monday	[4, 14, 19, 27, 35, 39, 16]
2020/8/9	Sunday	[5, 7, 11, 20, 36, 42, 14]
2020/8/8	Saturday	[8, 9, 12, 23, 44, 46, 42]
2020/8/7	Friday	[7, 14, 20, 25, 26, 29, 48]
2020/8/6	Thursday	[12, 35, 37, 40, 48, 49, 28]
2020/8/5	Wednesday	[4, 17, 23, 24, 28, 42, 26]
2020/8/4	Tuesday	[2, 8, 9, 17, 22, 29, 31]
2020/8/3	Monday	[1, 2, 7, 14, 30, 34, 27]
2020/8/2	Sunday	[1, 7, 11, 23, 27, 45, 2]
2020/8/1	Saturday	[9, 14, 25, 26, 27, 36, 23]
2020/7/31	Friday	[6, 15, 19, 22, 28, 42, 41]
2020/7/30	Thursday	[13, 20, 22, 37, 38, 44, 28]
2020/7/29	Wednesday	[2, 4, 10, 37, 40, 46, 45]
2020/7/28	Tuesday	[13, 16, 26, 35, 46, 47, 49]
2020/7/27	Monday	[2, 9, 15, 21, 46, 49, 47]
2020/7/26	Sunday	[2, 14, 20, 28, 44, 47, 34]
2020/7/25	Saturday	[6, 19, 21, 26, 32, 47, 31]
2020/7/24	Friday	[3, 5, 15, 23, 25, 27, 21]
2020/7/23	Thursday	[8, 29, 34, 44, 46, 48, 20]
2020/7/22	Wednesday	[7, 16, 19, 34, 43, 47, 22]
2020/7/21	Tuesday	[1, 8, 13, 16, 22, 34, 4]
2020/7/20	Monday	[11, 15, 16, 26, 37, 40, 8]
2020/7/19	Sunday	[1, 8, 12, 17, 37, 38, 23]
2020/7/18	Saturday	[17, 20, 21, 27, 43, 49, 44]
2020/7/17	Friday	[6, 7, 8, 14, 26, 42, 3]
2020/7/16	Thursday	[8, 24, 25, 37, 40, 45, 9]
2020/7/15	Wednesday	[14, 23, 29, 31, 46, 47, 27]
2020/7/14	Tuesday	[1, 16, 23, 37, 44, 45, 27]
2020/7/13	Monday	[10, 13, 23, 29, 36, 37, 40]
2020/7/12	Sunday	[1, 6, 19, 24, 33, 39, 48]
2020/7/11	Saturday	[1, 3, 14, 35, 41, 49, 19]
2020/7/10	Friday	[5, 18, 19, 27, 28, 32, 8]
2020/7/9	Thursday	[3, 4, 5, 20, 30, 39, 31]
2020/7/8	Wednesday	[3, 9, 12, 17, 28, 32, 22]
2020/7/7	Tuesday	[10, 11, 29, 31, 32, 43, 35]
2020/7/6	Monday	[5, 11, 13, 24, 44, 49, 21]
2020/7/5	Sunday	[4, 15, 30, 31, 41, 43, 40]
2020/7/4	Saturday	[6, 7, 13, 23, 42, 43, 22]
2020/7/3	Friday	[6, 15, 18, 23, 40, 44, 47]
2020/7/2	Thursday	[2, 14, 22, 28, 40, 49, 32]
2020/7/1	Wednesday	[7, 10, 23, 24, 30, 33, 2]
2020/6/30	Tuesday	[7, 10, 37, 42, 43, 49, 38]
2020/6/29	Monday	[5, 6, 11, 27, 35, 36, 33]
2020/6/28	Sunday	[1, 15, 26, 27, 32, 49, 45]
2020/6/27	Saturday	[2, 4, 18, 22, 30, 46, 27]
2020/6/26	Friday	[10, 13, 15, 33, 40, 48, 42]
2020/6/25	Thursday	[4, 8, 21, 22, 40, 46, 27]
2020/6/24	Wednesday	[1, 20, 33, 35, 43, 45, 23]
2020/6/23	Tuesday	[16, 20, 22, 24, 25, 47, 27]
2020/6/22	Monday	[1, 8, 19, 30, 38, 47, 42]
2020/6/21	Sunday	[4, 14, 16, 24, 36, 47, 43]
2020/6/20	Saturday	[2, 11, 26, 36, 39, 46, 6]
2020/6/19	Friday	[8, 10, 16, 27, 35, 36, 38]
2020/6/18	Thursday	[13, 21, 27, 29, 31, 34, 46]
2020/6/17	Wednesday	[10, 14, 27, 34, 45, 48, 29]
2020/6/16	Tuesday	[7, 8, 13, 23, 43, 44, 18]
2020/6/15	Monday	[9, 11, 12, 14, 34, 37, 3]
2020/3/22	Sunday	[13, 20, 35, 37, 45, 46, 19]
2020/3/21	Saturday	[6, 7, 9, 25, 35, 42, 29]
2020/3/20	Friday	[7, 16, 20, 37, 43, 49, 48]
2020/3/19	Thursday	[10, 16, 19, 23, 24, 46, 12]
2020/3/18	Wednesday	[24, 28, 33, 40, 42, 43, 25]
2020/3/17	Tuesday	[21, 22, 31, 38, 46, 48, 29]
2020/3/16	Monday	[1, 16, 20, 37, 41, 49, 22]
2020/3/15	Sunday	[12, 13, 16, 31, 47, 48, 21]
2020/3/14	Saturday	[20, 26, 30, 36, 37, 41, 45]
2020/3/13	Friday	[8, 12, 22, 26, 31, 35, 21]
2020/3/12	Thursday	[1, 3, 14, 16, 43, 48, 38]
2020/3/11	Wednesday	[6, 15, 16, 30, 36, 37, 9]
2020/3/10	Tuesday	[15, 20, 32, 39, 41, 49, 47]
2020/3/9	Monday	[9, 10, 14, 15, 26, 43, 24]
2020/3/8	Sunday	[7, 16, 31, 32, 33, 47, 36]
2020/3/7	Saturday	[5, 17, 29, 31, 34, 43, 24]
2020/3/6	Friday	[2, 19, 33, 39, 47, 48, 7]
2020/3/5	Thursday	[12, 18, 20, 25, 37, 49, 9]
2020/3/4	Wednesday	[7, 10, 14, 22, 27, 31, 26]
2020/3/3	Tuesday	[3, 10, 11, 18, 24, 48, 45]
2020/3/2	Monday	[3, 9, 12, 31, 32, 45, 36]
2020/3/1	Sunday	[2, 12, 15, 20, 22, 39, 32]
2020/2/29	Saturday	[9, 12, 21, 23, 31, 37, 8]
2020/2/28	Friday	[4, 10, 20, 24, 26, 44, 28]
2020/2/27	Thursday	[3, 5, 7, 31, 34, 46, 4]
2020/2/26	Wednesday	[16, 23, 27, 32, 36, 49, 4]
2020/2/25	Tuesday	[14, 16, 18, 23, 40, 42, 6]
2020/2/24	Monday	[1, 3, 9, 36, 37, 46, 42]
2020/2/23	Sunday	[3, 11, 25, 30, 31, 34, 15]
2020/2/22	Saturday	[6, 14, 19, 24, 30, 34, 20]
2020/2/21	Friday	[4, 13, 42, 43, 46, 49, 8]
2020/2/20	Thursday	[7, 20, 28, 35, 38, 44, 15]
2020/2/19	Wednesday	[11, 12, 43, 45, 47, 49, 22]
2020/2/18	Tuesday	[4, 6, 10, 12, 14, 32, 27]
2020/2/17	Monday	[2, 7, 29, 31, 44, 49, 24]
2020/2/16	Sunday	[6, 13, 15, 17, 33, 36, 48]
2020/2/15	Saturday	[10, 12, 16, 29, 40, 41, 39]
2020/2/14	Friday	[10, 25, 27, 29, 39, 45, 36]
2020/2/13	Thursday	[14, 25, 27, 42, 44, 47, 41]
2020/2/12	Wednesday	[2, 14, 27, 31, 32, 46, 24]
2020/2/11	Tuesday	[8, 24, 29, 32, 34, 46, 20]
2020/2/10	Monday	[2, 23, 28, 29, 37, 40, 41]
2020/2/9	Sunday	[2, 14, 16, 24, 35, 43, 41]
2020/2/8	Saturday	[8, 9, 10, 25, 35, 48, 7]
2020/2/7	Friday	[15, 22, 32, 34, 36, 49, 23]
2020/2/6	Thursday	[17, 18, 19, 41, 44, 45, 37]
2020/2/5	Wednesday	[3, 13, 26, 33, 34, 44, 8]
2020/2/4	Tuesday	[7, 11, 14, 15, 38, 42, 28]
2020/2/3	Monday	[13, 18, 30, 35, 40, 41, 26]
2020/2/2	Sunday	[2, 3, 5, 17, 22, 32, 10]
2020/2/1	Saturday	[4, 10, 19, 25, 35, 45, 29]
2020/1/31	Friday	[10, 17, 23, 35, 41, 47, 18]
2020/1/30	Thursday	[5, 8, 32, 35, 44, 47, 18]
2020/1/29	Wednesday	[4, 22, 27, 37, 43, 45, 2]
2020/1/28	Tuesday	[6, 7, 12, 19, 23, 39, 24]
2020/1/27	Monday	[1, 5, 6, 18, 25, 33, 31]
2020/1/26	Sunday	[3, 11, 28, 34, 36, 46, 12]
2020/1/25	Saturday	[6, 11, 27, 28, 35, 45, 38]
2020/1/24	Friday	[5, 7, 8, 38, 43, 49, 45]
2020/1/23	Thursday	[9, 15, 18, 43, 46, 47, 5]
2020/1/22	Wednesday	[3, 10, 14, 22, 32, 49, 7]
2020/1/21	Tuesday	[2, 6, 14, 34, 35, 48, 44]
2020/1/20	Monday	[4, 7, 22, 30, 35, 38, 34]
2020/1/19	Sunday	[6, 14, 34, 35, 36, 46, 18]
2020/1/18	Saturday	[2, 15, 16, 27, 43, 46, 48]
2020/1/17	Friday	[7, 9, 11, 17, 19, 24, 4]
2020/1/16	Thursday	[9, 12, 18, 20, 26, 43, 14]
2020/1/15	Wednesday	[2, 26, 27, 39, 44, 46, 12]
2020/1/14	Tuesday	[14, 15, 25, 26, 38, 45, 21]
2020/1/13	Monday	[2, 23, 31, 37, 41, 47, 22]
2020/1/12	Sunday	[3, 6, 12, 19, 25, 37, 35]
2020/1/11	Saturday	[26, 31, 34, 36, 37, 39, 5]
2020/1/10	Friday	[2, 4, 7, 22, 26, 42, 31]
2020/1/9	Thursday	[2, 6, 10, 24, 27, 39, 17]
2020/1/8	Wednesday	[8, 10, 16, 22, 30, 39, 21]
2020/1/7	Tuesday	[26, 38, 44, 45, 46, 49, 2]
2020/1/6	Monday	[7, 17, 28, 35, 43, 48, 46]
2020/1/5	Sunday	[2, 22, 26, 34, 39, 41, 8]
2020/1/4	Saturday	[1, 8, 12, 17, 43, 44, 48]
2020/1/3	Friday	[9, 10, 13, 29, 40, 47, 31]
2020/1/2	Thursday	[5, 24, 32, 38, 40, 44, 15]
2020/1/1	Wednesday	[9, 15, 19, 22, 32, 47, 37]
