Date	Day	result
2013/8/26	Monday	[11, 13, 17, 25, 38, 41, 15]
2013/8/25	Sunday	[10, 11, 30, 34, 35, 45, 22]
2013/8/24	Saturday	[5, 19, 26, 27, 33, 49, 6]
2013/8/23	Friday	[12, 17, 34, 38, 44, 46, 35]
2013/8/22	Thursday	[5, 9, 12, 17, 20, 21, 31]
2013/8/21	Wednesday	[3, 7, 14, 27, 32, 40, 4]
2013/8/20	Tuesday	[19, 21, 22, 36, 37, 48, 14]
2013/8/19	Monday	[6, 9, 27, 28, 31, 46, 41]
2013/8/18	Sunday	[10, 27, 35, 36, 41, 46, 40]
2013/8/17	Saturday	[1, 4, 18, 21, 30, 48, 46]
2013/8/16	Friday	[4, 7, 9, 21, 25, 33, 43]
2013/8/15	Thursday	[10, 18, 26, 32, 41, 42, 3]
2013/8/14	Wednesday	[5, 7, 26, 34, 39, 45, 25]
2013/8/13	Tuesday	[9, 17, 23, 33, 35, 45, 49]
2013/8/12	Monday	[8, 16, 22, 23, 35, 39, 14]
2013/8/11	Sunday	[3, 6, 17, 23, 44, 45, 47]
2013/8/10	Saturday	[2, 5, 9, 16, 18, 42, 36]
2013/8/9	Friday	[5, 12, 13, 20, 22, 29, 41]
2013/8/8	Thursday	[5, 20, 28, 30, 43, 45, 8]
2013/8/7	Wednesday	[3, 18, 25, 28, 38, 47, 36]
2013/8/6	Tuesday	[8, 16, 36, 39, 44, 46, 24]
2013/8/5	Monday	[1, 15, 29, 35, 39, 41, 30]
2013/8/4	Sunday	[8, 11, 18, 24, 43, 47, 30]
2013/8/3	Saturday	[6, 23, 24, 39, 42, 49, 17]
2013/8/2	Friday	[8, 30, 35, 39, 42, 48, 18]
2013/8/1	Thursday	[12, 15, 24, 27, 41, 48, 9]
2013/7/31	Wednesday	[13, 18, 19, 25, 36, 43, 16]
2013/7/30	Tuesday	[1, 4, 6, 9, 31, 34, 3]
2013/7/29	Monday	[1, 16, 28, 36, 37, 44, 20]
2013/7/28	Sunday	[10, 20, 26, 36, 45, 48, 15]
2013/7/27	Saturday	[3, 11, 14, 32, 35, 36, 20]
2013/7/26	Friday	[2, 3, 6, 7, 37, 39, 23]
2013/7/25	Thursday	[14, 15, 17, 20, 22, 48, 5]
2013/7/24	Wednesday	[11, 14, 19, 30, 40, 44, 35]
2013/7/23	Tuesday	[5, 14, 21, 24, 25, 44, 49]
2013/7/22	Monday	[10, 18, 19, 20, 39, 40, 13]
2013/7/21	Sunday	[19, 20, 25, 30, 35, 43, 18]
2013/7/20	Saturday	[9, 23, 28, 33, 40, 41, 32]
2013/7/19	Friday	[3, 16, 24, 31, 39, 45, 11]
2013/7/18	Thursday	[2, 17, 18, 30, 39, 49, 25]
2013/7/17	Wednesday	[2, 3, 11, 25, 27, 48, 14]
2013/7/16	Tuesday	[1, 5, 14, 21, 26, 35, 19]
2013/7/15	Monday	[8, 10, 11, 15, 46, 49, 5]
2013/7/14	Sunday	[3, 16, 18, 33, 46, 48, 10]
2013/7/13	Saturday	[20, 25, 32, 44, 46, 49, 1]
2013/7/12	Friday	[8, 14, 26, 38, 42, 48, 6]
2013/7/11	Thursday	[1, 21, 26, 27, 28, 30, 17]
2013/7/10	Wednesday	[9, 10, 20, 26, 29, 33, 44]
2013/7/9	Tuesday	[7, 9, 14, 34, 44, 45, 8]
2013/7/8	Monday	[1, 35, 38, 40, 43, 49, 44]
2013/7/7	Sunday	[2, 17, 18, 27, 34, 38, 46]
2013/7/6	Saturday	[10, 14, 18, 34, 40, 47, 11]
2013/7/5	Friday	[9, 12, 15, 17, 18, 32, 7]
2013/7/4	Thursday	[6, 11, 21, 24, 29, 43, 3]
2013/7/3	Wednesday	[4, 5, 7, 14, 28, 49, 8]
2013/7/2	Tuesday	[9, 13, 23, 25, 29, 30, 38]
2013/7/1	Monday	[2, 16, 21, 31, 33, 38, 3]
2013/6/30	Sunday	[7, 18, 30, 31, 35, 43, 1]
2013/6/29	Saturday	[3, 5, 12, 27, 32, 35, 29]
2013/6/28	Friday	[2, 8, 11, 19, 32, 37, 12]
2013/6/27	Thursday	[10, 11, 12, 15, 26, 46, 3]
2013/6/26	Wednesday	[17, 20, 21, 28, 42, 44, 2]
2013/6/25	Tuesday	[7, 10, 14, 22, 29, 40, 36]
2013/6/24	Monday	[6, 20, 35, 38, 42, 46, 27]
2013/6/23	Sunday	[5, 6, 8, 30, 39, 46, 16]
2013/6/22	Saturday	[11, 13, 14, 15, 25, 41, 32]
2013/6/21	Friday	[14, 21, 28, 37, 45, 47, 42]
2013/6/20	Thursday	[9, 15, 26, 34, 36, 48, 12]
2013/6/19	Wednesday	[5, 8, 11, 15, 24, 45, 39]
2013/6/18	Tuesday	[7, 19, 34, 36, 38, 40, 5]
2013/6/17	Monday	[18, 23, 27, 31, 39, 43, 28]
2013/6/16	Sunday	[1, 8, 15, 18, 20, 45, 33]
2013/6/15	Saturday	[3, 12, 13, 23, 24, 36, 15]
2013/6/14	Friday	[4, 14, 17, 35, 42, 49, 41]
2013/6/13	Thursday	[2, 8, 10, 26, 31, 44, 29]
2013/6/12	Wednesday	[6, 13, 14, 18, 22, 46, 32]
2013/6/11	Tuesday	[16, 20, 33, 35, 42, 45, 38]
2013/6/10	Monday	[28, 32, 34, 37, 38, 40, 16]
2013/6/9	Sunday	[3, 6, 12, 28, 38, 40, 29]
2013/6/8	Saturday	[8, 17, 34, 37, 39, 45, 5]
2013/6/7	Friday	[5, 18, 21, 26, 28, 48, 20]
2013/6/6	Thursday	[12, 13, 18, 23, 24, 39, 4]
2013/6/5	Wednesday	[9, 11, 16, 18, 19, 20, 22]
2013/6/4	Tuesday	[6, 9, 37, 42, 43, 49, 16]
2013/6/3	Monday	[4, 6, 10, 11, 21, 32, 31]
2013/6/2	Sunday	[6, 15, 28, 30, 39, 42, 34]
2013/6/1	Saturday	[5, 10, 11, 29, 32, 47, 25]
2013/5/31	Friday	[6, 28, 32, 36, 42, 45, 19]
2013/5/30	Thursday	[6, 8, 13, 14, 34, 42, 12]
2013/5/29	Wednesday	[3, 7, 16, 24, 43, 44, 27]
2013/5/28	Tuesday	[2, 4, 12, 15, 31, 40, 47]
2013/5/27	Monday	[1, 3, 9, 25, 37, 39, 21]
2013/5/26	Sunday	[7, 32, 33, 39, 41, 43, 35]
2013/5/25	Saturday	[1, 7, 14, 17, 18, 47, 27]
2013/5/24	Friday	[11, 21, 32, 42, 43, 46, 31]
2013/5/23	Thursday	[9, 21, 23, 27, 28, 29, 13]
2013/5/22	Wednesday	[3, 9, 23, 24, 38, 40, 21]
2013/5/21	Tuesday	[17, 18, 31, 33, 36, 49, 20]
2013/5/20	Monday	[15, 22, 29, 41, 44, 46, 9]
2013/5/19	Sunday	[8, 21, 22, 35, 41, 43, 3]
2013/5/18	Saturday	[8, 9, 17, 44, 47, 48, 33]
2013/5/17	Friday	[7, 15, 18, 28, 29, 40, 4]
2013/5/16	Thursday	[1, 7, 12, 21, 40, 46, 15]
2013/5/15	Wednesday	[12, 14, 29, 31, 45, 49, 1]
2013/5/14	Tuesday	[2, 7, 9, 21, 37, 42, 48]
2013/5/13	Monday	[14, 18, 19, 31, 39, 44, 37]
2013/5/12	Sunday	[8, 10, 17, 18, 30, 32, 38]
2013/5/11	Saturday	[4, 27, 39, 42, 45, 48, 49]
2013/5/10	Friday	[8, 14, 32, 42, 43, 48, 46]
2013/5/9	Thursday	[18, 21, 23, 31, 41, 42, 40]
2013/5/8	Wednesday	[12, 15, 29, 35, 36, 45, 10]
2013/5/7	Tuesday	[9, 27, 34, 37, 43, 46, 4]
2013/5/6	Monday	[9, 16, 21, 27, 35, 40, 19]
2013/5/5	Sunday	[8, 18, 30, 38, 39, 41, 16]
2013/5/4	Saturday	[3, 5, 19, 22, 43, 45, 24]
2013/5/3	Friday	[14, 36, 37, 38, 46, 49, 1]
2013/5/2	Thursday	[4, 16, 28, 34, 42, 47, 18]
2013/5/1	Wednesday	[6, 13, 18, 19, 29, 46, 5]
2013/4/30	Tuesday	[3, 4, 8, 10, 17, 35, 29]
2013/4/29	Monday	[2, 6, 13, 35, 38, 45, 8]
2013/4/28	Sunday	[4, 6, 11, 25, 34, 41, 17]
2013/4/27	Saturday	[1, 2, 7, 28, 29, 39, 41]
2013/4/26	Friday	[8, 21, 22, 31, 35, 42, 9]
2013/4/25	Thursday	[7, 17, 22, 25, 36, 40, 35]
2013/4/24	Wednesday	[9, 11, 23, 30, 34, 41, 7]
2013/4/23	Tuesday	[12, 15, 17, 20, 22, 35, 37]
2013/4/22	Monday	[14, 25, 27, 35, 39, 41, 40]
2013/4/21	Sunday	[8, 22, 23, 44, 46, 48, 39]
2013/4/20	Saturday	[1, 5, 11, 17, 28, 42, 23]
2013/4/19	Friday	[11, 13, 18, 22, 31, 37, 6]
2013/4/18	Thursday	[1, 7, 24, 30, 38, 47, 6]
2013/4/17	Wednesday	[15, 21, 25, 30, 43, 47, 11]
2013/4/16	Tuesday	[7, 20, 35, 37, 46, 47, 28]
2013/4/15	Monday	[7, 11, 16, 24, 35, 45, 12]
2013/4/14	Sunday	[9, 16, 19, 35, 41, 44, 27]
2013/4/13	Saturday	[2, 17, 37, 41, 42, 45, 24]
2013/4/12	Friday	[16, 32, 35, 40, 41, 45, 26]
2013/4/11	Thursday	[1, 5, 27, 28, 43, 45, 10]
2013/4/10	Wednesday	[7, 10, 20, 28, 30, 47, 46]
2013/4/9	Tuesday	[1, 11, 20, 22, 28, 46, 8]
2013/4/8	Monday	[9, 15, 21, 24, 25, 42, 35]
2013/4/7	Sunday	[5, 13, 16, 21, 26, 40, 24]
2013/4/6	Saturday	[2, 4, 9, 16, 24, 38, 11]
2013/4/5	Friday	[5, 22, 28, 29, 32, 43, 40]
2013/4/4	Thursday	[5, 6, 7, 10, 11, 30, 46]
2013/4/3	Wednesday	[10, 17, 27, 32, 34, 45, 14]
2013/4/2	Tuesday	[1, 4, 11, 25, 40, 45, 20]
2013/4/1	Monday	[2, 5, 20, 34, 39, 49, 17]
2013/3/31	Sunday	[4, 32, 39, 41, 48, 49, 17]
2013/3/30	Saturday	[5, 28, 32, 35, 38, 47, 36]
2013/3/29	Friday	[3, 6, 14, 17, 28, 45, 46]
2013/3/28	Thursday	[4, 5, 8, 16, 31, 44, 7]
2013/3/27	Wednesday	[15, 25, 26, 30, 31, 49, 29]
2013/3/26	Tuesday	[7, 13, 24, 26, 29, 40, 46]
2013/3/25	Monday	[9, 13, 20, 38, 46, 47, 31]
2013/3/24	Sunday	[7, 27, 34, 35, 38, 41, 8]
2013/3/23	Saturday	[10, 17, 27, 31, 35, 43, 45]
2013/3/22	Friday	[5, 7, 14, 22, 23, 42, 41]
2013/3/21	Thursday	[9, 12, 22, 26, 27, 38, 28]
2013/3/20	Wednesday	[10, 12, 23, 38, 43, 49, 20]
2013/3/19	Tuesday	[1, 11, 13, 24, 35, 36, 30]
2013/3/18	Monday	[4, 16, 17, 20, 29, 42, 40]
2013/3/17	Sunday	[20, 25, 30, 36, 39, 44, 43]
2013/3/16	Saturday	[11, 18, 26, 28, 43, 46, 15]
2013/3/15	Friday	[2, 3, 16, 28, 36, 42, 41]
2013/3/14	Thursday	[13, 20, 29, 35, 46, 47, 27]
2013/3/13	Wednesday	[8, 14, 19, 34, 36, 37, 27]
2013/3/12	Tuesday	[4, 12, 19, 26, 37, 40, 47]
2013/3/11	Monday	[4, 28, 33, 34, 45, 48, 10]
2013/3/10	Sunday	[1, 4, 9, 31, 46, 47, 12]
2013/3/9	Saturday	[9, 10, 13, 27, 36, 47, 46]
2013/3/8	Friday	[2, 4, 8, 11, 36, 42, 3]
2013/3/7	Thursday	[13, 16, 22, 27, 33, 36, 23]
2013/3/6	Wednesday	[6, 7, 10, 16, 26, 40, 8]
2013/3/5	Tuesday	[4, 6, 12, 29, 38, 48, 9]
2013/3/4	Monday	[4, 11, 15, 16, 30, 33, 3]
2013/3/3	Sunday	[3, 9, 25, 35, 37, 45, 12]
2013/3/2	Saturday	[11, 14, 18, 32, 44, 45, 26]
2013/3/1	Friday	[2, 8, 14, 18, 37, 39, 41]
2013/2/28	Thursday	[8, 16, 24, 25, 28, 39, 29]
2013/2/27	Wednesday	[13, 18, 22, 33, 39, 43, 25]
2013/2/26	Tuesday	[6, 11, 24, 28, 32, 41, 36]
2013/2/25	Monday	[3, 16, 32, 34, 44, 46, 12]
2013/2/24	Sunday	[5, 12, 15, 17, 33, 44, 46]
2013/2/23	Saturday	[13, 18, 20, 23, 30, 41, 3]
2013/2/22	Friday	[10, 15, 21, 38, 39, 49, 17]
2013/2/21	Thursday	[11, 23, 28, 39, 46, 47, 36]
2013/2/20	Wednesday	[16, 24, 27, 34, 39, 46, 7]
2013/2/19	Tuesday	[12, 15, 21, 25, 31, 34, 4]
2013/2/18	Monday	[1, 3, 6, 23, 29, 35, 39]
2013/2/17	Sunday	[5, 8, 11, 37, 46, 47, 22]
2013/2/16	Saturday	[8, 18, 29, 34, 35, 43, 44]
2013/2/15	Friday	[2, 5, 11, 20, 36, 46, 8]
2013/2/14	Thursday	[6, 14, 22, 28, 42, 44, 1]
2013/2/13	Wednesday	[10, 19, 35, 39, 43, 49, 21]
2013/2/12	Tuesday	[2, 20, 29, 32, 36, 43, 4]
2013/2/11	Monday	[9, 14, 17, 22, 29, 38, 28]
2013/2/10	Sunday	[2, 10, 11, 24, 27, 35, 31]
2013/2/9	Saturday	[9, 11, 35, 38, 42, 45, 34]
2013/2/8	Friday	[6, 9, 21, 23, 35, 40, 19]
2013/2/7	Thursday	[13, 14, 22, 25, 26, 31, 45]
2013/2/6	Wednesday	[2, 3, 9, 15, 16, 37, 35]
2013/2/5	Tuesday	[9, 10, 18, 19, 27, 29, 17]
2013/2/4	Monday	[5, 14, 18, 29, 31, 48, 8]
2013/2/3	Sunday	[8, 16, 21, 38, 40, 48, 43]
2013/2/2	Saturday	[6, 7, 9, 10, 33, 49, 2]
2013/2/1	Friday	[3, 5, 6, 34, 44, 47, 8]
2013/1/31	Thursday	[12, 15, 24, 30, 38, 43, 37]
2013/1/30	Wednesday	[3, 6, 13, 15, 17, 21, 38]
2013/1/29	Tuesday	[4, 7, 10, 24, 37, 43, 27]
2013/1/28	Monday	[6, 14, 21, 30, 31, 42, 18]
2013/1/27	Sunday	[6, 30, 36, 37, 39, 44, 5]
2013/1/26	Saturday	[10, 23, 25, 34, 40, 47, 26]
2013/1/25	Friday	[1, 6, 20, 21, 37, 49, 9]
2013/1/24	Thursday	[1, 29, 31, 32, 41, 49, 45]
2013/1/23	Wednesday	[14, 19, 20, 35, 37, 47, 32]
2013/1/22	Tuesday	[8, 19, 23, 26, 33, 38, 37]
2013/1/21	Monday	[2, 17, 22, 25, 41, 49, 23]
2013/1/20	Sunday	[1, 2, 15, 21, 23, 41, 8]
2013/1/19	Saturday	[1, 2, 12, 15, 28, 35, 25]
2013/1/18	Friday	[6, 16, 32, 37, 47, 48, 36]
2013/1/17	Thursday	[10, 18, 24, 25, 34, 39, 38]
2013/1/16	Wednesday	[5, 23, 27, 39, 40, 44, 8]
2013/1/15	Tuesday	[24, 30, 34, 37, 40, 41, 9]
2013/1/14	Monday	[6, 7, 16, 17, 18, 33, 44]
2013/1/13	Sunday	[12, 15, 18, 27, 40, 44, 33]
2013/1/12	Saturday	[4, 15, 24, 37, 46, 48, 26]
2013/1/11	Friday	[16, 20, 22, 33, 48, 49, 45]
2013/1/10	Thursday	[3, 19, 30, 36, 38, 40, 34]
2013/1/9	Wednesday	[13, 17, 19, 26, 32, 43, 27]
2013/1/8	Tuesday	[1, 6, 15, 37, 43, 46, 38]
2013/1/7	Monday	[14, 29, 32, 39, 43, 46, 11]
2013/1/6	Sunday	[4, 22, 30, 34, 42, 49, 13]
2013/1/5	Saturday	[4, 11, 17, 33, 36, 43, 10]
2013/1/4	Friday	[21, 23, 30, 41, 44, 46, 22]
2013/1/3	Thursday	[4, 16, 28, 30, 35, 39, 46]
2013/1/2	Wednesday	[2, 4, 6, 13, 47, 49, 34]
2013/1/1	Tuesday	[5, 9, 18, 19, 23, 24, 37]
