Date	Day	result
2011/9/20	Tuesday	[2, 5, 13, 19, 32, 44, 31]
2011/9/19	Monday	[5, 17, 20, 34, 40, 43, 18]
2011/9/18	Sunday	[2, 10, 20, 25, 26, 36, 48]
2011/9/17	Saturday	[7, 13, 24, 32, 42, 48, 17]
2011/9/16	Friday	[2, 4, 33, 34, 42, 49, 44]
2011/9/15	Thursday	[2, 8, 16, 19, 35, 39, 1]
2011/9/14	Wednesday	[5, 14, 27, 35, 42, 49, 46]
2011/9/13	Tuesday	[12, 15, 25, 31, 38, 43, 4]
2011/9/12	Monday	[2, 3, 11, 15, 19, 47, 41]
2011/9/11	Sunday	[17, 28, 30, 38, 46, 49, 23]
2011/9/10	Saturday	[1, 9, 12, 16, 34, 36, 30]
2011/9/9	Friday	[6, 16, 17, 18, 35, 44, 4]
2011/9/8	Thursday	[5, 6, 8, 28, 37, 42, 29]
2011/9/7	Wednesday	[2, 12, 15, 16, 35, 47, 21]
2011/9/6	Tuesday	[1, 4, 11, 14, 37, 45, 39]
2011/9/5	Monday	[9, 24, 32, 33, 43, 44, 17]
2011/9/4	Sunday	[18, 23, 26, 32, 39, 47, 37]
2011/9/3	Saturday	[9, 16, 19, 27, 32, 37, 31]
2011/9/2	Friday	[2, 12, 28, 31, 33, 44, 7]
2011/9/1	Thursday	[5, 6, 22, 24, 27, 43, 2]
2011/8/31	Wednesday	[6, 7, 12, 34, 37, 44, 42]
2011/8/30	Tuesday	[19, 20, 26, 30, 41, 49, 42]
2011/8/29	Monday	[13, 27, 34, 39, 48, 49, 25]
2011/8/28	Sunday	[4, 15, 25, 26, 27, 34, 32]
2011/8/27	Saturday	[11, 16, 20, 28, 34, 46, 21]
2011/8/26	Friday	[10, 11, 12, 13, 30, 47, 34]
2011/8/25	Thursday	[4, 7, 22, 33, 38, 46, 23]
2011/8/24	Wednesday	[7, 8, 15, 22, 28, 42, 48]
2011/8/23	Tuesday	[11, 13, 32, 36, 41, 45, 2]
2011/8/22	Monday	[3, 33, 39, 40, 47, 49, 28]
2011/8/21	Sunday	[1, 15, 26, 33, 36, 48, 17]
2011/8/20	Saturday	[6, 7, 21, 30, 37, 47, 27]
2011/8/19	Friday	[18, 20, 22, 29, 37, 48, 42]
2011/8/18	Thursday	[18, 21, 25, 33, 39, 42, 16]
2011/8/17	Wednesday	[4, 13, 17, 34, 37, 39, 46]
2011/8/16	Tuesday	[5, 9, 19, 29, 32, 38, 13]
2011/8/15	Monday	[8, 14, 16, 17, 24, 47, 23]
2011/8/14	Sunday	[2, 3, 14, 18, 29, 45, 43]
2011/8/13	Saturday	[4, 16, 28, 30, 31, 32, 23]
2011/8/12	Friday	[2, 14, 27, 34, 35, 42, 29]
2011/8/11	Thursday	[7, 11, 14, 30, 34, 39, 22]
2011/8/10	Wednesday	[8, 9, 17, 40, 45, 46, 24]
2011/8/8	Monday	[4, 12, 16, 23, 25, 38, 35]
2011/8/7	Sunday	[17, 21, 26, 29, 30, 47, 6]
2011/8/6	Saturday	[4, 19, 20, 25, 26, 27, 43]
2011/8/5	Friday	[9, 12, 17, 19, 22, 30, 42]
2011/8/4	Thursday	[18, 19, 20, 40, 45, 47, 6]
2011/8/3	Wednesday	[3, 6, 26, 40, 45, 47, 29]
2011/8/2	Tuesday	[9, 11, 17, 18, 24, 48, 22]
2011/8/1	Monday	[16, 24, 27, 41, 46, 49, 5]
2011/7/31	Sunday	[13, 18, 21, 29, 33, 39, 38]
2011/7/30	Saturday	[3, 15, 28, 29, 35, 46, 18]
2011/7/29	Friday	[33, 34, 36, 40, 41, 48, 10]
2011/7/28	Thursday	[6, 13, 29, 35, 36, 45, 7]
2011/7/27	Wednesday	[1, 11, 19, 29, 31, 33, 46]
2011/7/26	Tuesday	[13, 17, 24, 30, 40, 44, 4]
2011/7/25	Monday	[1, 5, 17, 22, 42, 48, 49]
2011/7/24	Sunday	[5, 8, 9, 12, 31, 35, 15]
2011/7/23	Saturday	[12, 18, 20, 31, 38, 45, 40]
2011/7/22	Friday	[5, 11, 28, 32, 42, 48, 36]
2011/7/21	Thursday	[3, 17, 30, 43, 45, 48, 44]
2011/7/20	Wednesday	[4, 6, 23, 32, 35, 46, 37]
2011/7/19	Tuesday	[2, 3, 8, 28, 44, 46, 1]
2011/7/18	Monday	[8, 9, 15, 23, 35, 44, 16]
2011/7/17	Sunday	[9, 18, 24, 43, 44, 49, 25]
2011/7/16	Saturday	[8, 14, 16, 18, 29, 34, 6]
2011/7/15	Friday	[11, 27, 29, 31, 37, 47, 2]
2011/7/14	Thursday	[3, 4, 8, 16, 25, 30, 14]
2011/7/13	Wednesday	[2, 6, 14, 16, 25, 33, 28]
2011/7/12	Tuesday	[5, 16, 17, 37, 45, 46, 26]
2011/7/11	Monday	[8, 18, 21, 23, 42, 49, 33]
2011/7/10	Sunday	[4, 6, 8, 16, 21, 27, 12]
2011/7/9	Saturday	[8, 9, 23, 24, 25, 27, 37]
2011/7/8	Friday	[1, 7, 15, 20, 21, 49, 48]
2011/7/7	Thursday	[2, 10, 26, 35, 41, 45, 8]
2011/7/6	Wednesday	[3, 13, 15, 19, 25, 44, 10]
2011/7/5	Tuesday	[9, 11, 13, 15, 18, 29, 37]
2011/7/4	Monday	[9, 16, 22, 25, 28, 35, 43]
2011/7/3	Sunday	[4, 20, 33, 37, 38, 40, 18]
2011/7/2	Saturday	[4, 7, 12, 21, 34, 36, 24]
2011/7/1	Friday	[6, 21, 32, 36, 38, 45, 9]
2011/6/30	Thursday	[3, 11, 18, 29, 30, 35, 10]
2011/6/29	Wednesday	[6, 28, 31, 36, 42, 43, 37]
2011/6/28	Tuesday	[2, 10, 30, 31, 44, 45, 32]
2011/6/27	Monday	[10, 11, 12, 32, 34, 40, 25]
2011/6/26	Sunday	[2, 3, 7, 25, 39, 47, 42]
2011/6/25	Saturday	[3, 13, 16, 19, 29, 36, 14]
2011/6/24	Friday	[1, 15, 20, 26, 35, 39, 27]
2011/6/23	Thursday	[7, 10, 22, 24, 40, 48, 47]
2011/6/22	Wednesday	[10, 19, 22, 32, 39, 44, 11]
2011/6/21	Tuesday	[1, 9, 20, 31, 34, 36, 28]
2011/6/20	Monday	[4, 10, 11, 22, 36, 39, 21]
2011/6/19	Sunday	[3, 19, 21, 27, 39, 44, 5]
2011/6/18	Saturday	[19, 23, 26, 35, 40, 47, 9]
2011/6/17	Friday	[7, 12, 15, 19, 30, 39, 20]
2011/6/16	Thursday	[3, 19, 20, 22, 33, 43, 28]
2011/6/15	Wednesday	[14, 15, 19, 37, 45, 48, 20]
2011/6/14	Tuesday	[5, 7, 14, 18, 19, 44, 38]
2011/6/13	Monday	[9, 22, 23, 27, 41, 45, 47]
2011/6/12	Sunday	[2, 16, 30, 32, 37, 43, 1]
2011/6/11	Saturday	[1, 3, 16, 18, 37, 48, 15]
2011/6/10	Friday	[8, 21, 22, 35, 37, 39, 28]
2011/6/9	Thursday	[17, 25, 27, 32, 42, 49, 28]
2011/6/8	Wednesday	[6, 8, 21, 23, 35, 48, 31]
2011/6/7	Tuesday	[17, 19, 30, 33, 38, 45, 32]
2011/6/6	Monday	[19, 23, 25, 28, 40, 48, 8]
2011/6/5	Sunday	[1, 22, 25, 27, 34, 36, 44]
2011/6/4	Saturday	[5, 13, 17, 27, 40, 45, 1]
2011/6/3	Friday	[11, 15, 27, 35, 43, 45, 44]
2011/6/2	Thursday	[3, 9, 10, 26, 38, 42, 18]
2011/6/1	Wednesday	[1, 25, 28, 37, 47, 49, 4]
2011/5/31	Tuesday	[1, 4, 23, 33, 43, 48, 22]
2011/5/30	Monday	[15, 18, 22, 26, 29, 31, 38]
2011/5/29	Sunday	[13, 15, 20, 22, 23, 41, 7]
2011/5/28	Saturday	[1, 6, 18, 24, 28, 43, 49]
2011/5/27	Friday	[3, 16, 19, 26, 28, 37, 35]
2011/5/26	Thursday	[8, 9, 15, 19, 24, 26, 23]
2011/5/25	Wednesday	[15, 24, 29, 45, 48, 49, 37]
2011/5/24	Tuesday	[4, 8, 10, 18, 23, 44, 28]
2011/5/23	Monday	[14, 16, 29, 34, 39, 42, 33]
2011/5/22	Sunday	[14, 21, 25, 34, 37, 49, 36]
2011/5/21	Saturday	[8, 17, 20, 28, 41, 47, 42]
2011/5/20	Friday	[11, 17, 23, 42, 47, 48, 31]
2011/5/19	Thursday	[3, 9, 11, 16, 17, 47, 41]
2011/5/18	Wednesday	[6, 7, 25, 30, 44, 48, 17]
2011/5/17	Tuesday	[4, 11, 18, 31, 41, 45, 29]
2011/5/16	Monday	[2, 11, 15, 19, 33, 44, 8]
2011/5/15	Sunday	[11, 15, 23, 34, 35, 41, 31]
2011/5/14	Saturday	[9, 24, 27, 32, 42, 44, 15]
2011/5/13	Friday	[3, 21, 31, 32, 33, 41, 11]
2011/5/12	Thursday	[6, 18, 24, 25, 31, 41, 23]
2011/5/11	Wednesday	[10, 23, 29, 36, 41, 48, 47]
2011/5/10	Tuesday	[13, 21, 23, 24, 27, 47, 40]
2011/5/9	Monday	[9, 24, 30, 33, 40, 45, 22]
2011/5/8	Sunday	[1, 3, 13, 17, 36, 37, 23]
2011/5/7	Saturday	[1, 12, 20, 22, 27, 41, 3]
2011/5/6	Friday	[2, 5, 6, 32, 33, 44, 40]
2011/5/5	Thursday	[2, 17, 28, 30, 39, 45, 4]
2011/5/4	Wednesday	[16, 20, 28, 29, 35, 37, 13]
2011/5/3	Tuesday	[1, 9, 17, 30, 38, 49, 36]
2011/5/2	Monday	[5, 9, 10, 29, 32, 48, 3]
2011/5/1	Sunday	[5, 14, 22, 24, 26, 44, 48]
2011/4/30	Saturday	[19, 32, 35, 36, 44, 46, 48]
2011/4/29	Friday	[2, 5, 9, 24, 27, 28, 46]
2011/4/28	Thursday	[3, 21, 22, 32, 33, 45, 27]
2011/4/27	Wednesday	[15, 19, 22, 28, 35, 38, 27]
2011/4/26	Tuesday	[9, 13, 19, 33, 35, 48, 45]
2011/4/25	Monday	[7, 26, 31, 33, 42, 47, 5]
2011/4/24	Sunday	[3, 5, 6, 17, 24, 46, 36]
2011/4/23	Saturday	[7, 17, 18, 19, 27, 49, 1]
2011/4/22	Friday	[15, 19, 21, 26, 38, 42, 32]
2011/4/21	Thursday	[2, 9, 34, 38, 47, 48, 14]
2011/4/20	Wednesday	[2, 12, 14, 20, 34, 35, 26]
2011/4/19	Tuesday	[3, 12, 14, 38, 41, 45, 29]
2011/4/18	Monday	[2, 3, 9, 13, 29, 40, 36]
2011/4/17	Sunday	[2, 21, 24, 27, 31, 47, 11]
2011/4/16	Saturday	[4, 8, 34, 38, 41, 49, 37]
2011/4/15	Friday	[7, 10, 25, 26, 37, 42, 3]
2011/4/14	Thursday	[2, 9, 18, 30, 38, 44, 48]
2011/4/13	Wednesday	[20, 21, 27, 35, 41, 43, 2]
2011/4/12	Tuesday	[5, 7, 13, 36, 37, 45, 11]
2011/4/11	Monday	[20, 22, 23, 24, 40, 42, 18]
2011/4/10	Sunday	[10, 19, 23, 25, 27, 44, 48]
2011/4/9	Saturday	[11, 14, 16, 25, 28, 41, 13]
2011/4/8	Friday	[4, 15, 24, 25, 34, 37, 42]
2011/4/7	Thursday	[5, 10, 26, 34, 38, 40, 12]
2011/4/6	Wednesday	[11, 20, 32, 42, 44, 48, 6]
2011/4/5	Tuesday	[4, 10, 24, 31, 32, 43, 14]
2011/4/4	Monday	[8, 18, 29, 36, 38, 49, 2]
2011/4/3	Sunday	[5, 24, 25, 39, 43, 46, 40]
2011/4/2	Saturday	[14, 19, 27, 31, 39, 49, 37]
2011/4/1	Friday	[2, 5, 13, 20, 29, 30, 4]
2011/3/31	Thursday	[7, 18, 20, 21, 40, 49, 47]
2011/3/30	Wednesday	[3, 9, 10, 14, 43, 44, 22]
2011/3/29	Tuesday	[5, 7, 27, 29, 32, 48, 28]
2011/3/28	Monday	[3, 20, 37, 39, 43, 49, 46]
2011/3/27	Sunday	[4, 14, 23, 26, 32, 48, 11]
2011/3/26	Saturday	[10, 14, 16, 25, 31, 42, 8]
2011/3/25	Friday	[3, 31, 33, 36, 42, 43, 2]
2011/3/24	Thursday	[3, 14, 15, 21, 33, 48, 31]
2011/3/23	Wednesday	[14, 17, 22, 35, 46, 48, 47]
2011/3/22	Tuesday	[11, 16, 17, 21, 31, 41, 43]
2011/3/21	Monday	[9, 20, 23, 29, 38, 40, 10]
2011/3/20	Sunday	[3, 9, 14, 22, 31, 46, 29]
2011/3/19	Saturday	[7, 10, 23, 35, 37, 40, 46]
2011/3/18	Friday	[14, 17, 27, 32, 45, 46, 33]
2011/3/17	Thursday	[19, 20, 30, 33, 44, 46, 48]
2011/3/16	Wednesday	[3, 4, 13, 18, 34, 45, 32]
2011/3/15	Tuesday	[9, 11, 13, 14, 19, 45, 18]
2011/3/14	Monday	[23, 26, 32, 34, 36, 39, 4]
2011/3/13	Sunday	[8, 9, 37, 39, 42, 44, 21]
2011/3/12	Saturday	[4, 7, 8, 9, 17, 32, 36]
2011/3/11	Friday	[3, 8, 34, 40, 42, 44, 26]
2011/3/10	Thursday	[5, 12, 19, 34, 43, 49, 32]
2011/3/9	Wednesday	[8, 16, 17, 23, 44, 45, 24]
2011/3/8	Tuesday	[11, 15, 32, 41, 46, 49, 33]
2011/3/7	Monday	[1, 11, 27, 33, 38, 49, 32]
2011/3/6	Sunday	[9, 20, 33, 37, 40, 44, 5]
2011/3/5	Saturday	[1, 3, 7, 9, 33, 47, 34]
2011/3/4	Friday	[2, 11, 14, 16, 23, 34, 29]
2011/3/3	Thursday	[1, 9, 13, 21, 31, 45, 34]
2011/3/2	Wednesday	[2, 8, 14, 20, 33, 36, 10]
2011/3/1	Tuesday	[11, 20, 21, 34, 45, 47, 33]
2011/2/28	Monday	[1, 2, 3, 24, 29, 31, 49]
2011/2/27	Sunday	[3, 11, 17, 23, 35, 40, 38]
2011/2/26	Saturday	[15, 20, 21, 22, 39, 46, 16]
2011/2/25	Friday	[12, 18, 39, 43, 47, 48, 17]
2011/2/24	Thursday	[2, 4, 7, 21, 33, 43, 48]
2011/2/23	Wednesday	[2, 9, 20, 35, 37, 44, 28]
2011/2/22	Tuesday	[8, 19, 20, 25, 32, 43, 5]
2011/2/21	Monday	[1, 5, 16, 22, 28, 42, 23]
2011/2/20	Sunday	[6, 7, 11, 31, 36, 43, 41]
2011/2/19	Saturday	[17, 28, 30, 34, 35, 36, 14]
2011/2/18	Friday	[3, 17, 21, 33, 34, 44, 37]
2011/2/17	Thursday	[18, 31, 33, 40, 43, 45, 3]
2011/2/16	Wednesday	[10, 19, 22, 38, 46, 47, 39]
2011/2/15	Tuesday	[6, 18, 19, 22, 25, 49, 17]
2011/2/14	Monday	[1, 13, 23, 28, 39, 41, 43]
2011/2/13	Sunday	[1, 4, 13, 19, 22, 24, 29]
2011/2/12	Saturday	[9, 13, 15, 16, 45, 49, 38]
2011/2/11	Friday	[14, 20, 21, 30, 33, 34, 19]
2011/2/10	Thursday	[1, 6, 7, 33, 36, 48, 45]
2011/2/9	Wednesday	[2, 17, 29, 34, 36, 40, 37]
2011/2/8	Tuesday	[11, 12, 13, 39, 41, 46, 35]
2011/2/7	Monday	[1, 8, 13, 30, 34, 44, 3]
2011/2/6	Sunday	[3, 18, 21, 24, 29, 49, 32]
2011/2/5	Saturday	[2, 8, 19, 22, 23, 48, 7]
2011/2/4	Friday	[7, 9, 27, 32, 38, 44, 25]
2011/2/3	Thursday	[2, 26, 28, 40, 43, 44, 25]
2011/2/2	Wednesday	[6, 16, 18, 20, 22, 36, 46]
2011/2/1	Tuesday	[6, 8, 23, 25, 26, 34, 42]
2011/1/31	Monday	[8, 9, 30, 32, 36, 42, 39]
2011/1/30	Sunday	[2, 4, 18, 35, 39, 42, 16]
2011/1/29	Saturday	[7, 9, 21, 23, 31, 33, 37]
2011/1/28	Friday	[4, 11, 18, 31, 32, 48, 10]
2011/1/27	Thursday	[5, 18, 22, 27, 32, 38, 28]
2011/1/26	Wednesday	[3, 10, 29, 43, 45, 49, 13]
2011/1/25	Tuesday	[3, 10, 19, 34, 40, 41, 33]
2011/1/24	Monday	[1, 15, 25, 30, 34, 36, 9]
2011/1/23	Sunday	[8, 12, 13, 20, 46, 49, 48]
2011/1/22	Saturday	[7, 11, 12, 25, 27, 32, 19]
2011/1/21	Friday	[6, 15, 21, 22, 31, 35, 45]
2011/1/20	Thursday	[7, 17, 29, 33, 34, 48, 15]
2011/1/19	Wednesday	[2, 6, 14, 19, 32, 45, 5]
2011/1/18	Tuesday	[1, 2, 3, 11, 23, 27, 14]
2011/1/17	Monday	[2, 9, 11, 21, 22, 47, 5]
2011/1/16	Sunday	[15, 16, 31, 33, 41, 47, 30]
2011/1/15	Saturday	[1, 4, 9, 34, 36, 46, 16]
2011/1/14	Friday	[2, 24, 28, 30, 31, 38, 8]
2011/1/13	Thursday	[9, 20, 22, 25, 35, 36, 38]
2011/1/12	Wednesday	[2, 16, 36, 40, 41, 44, 34]
2011/1/11	Tuesday	[16, 19, 23, 32, 33, 38, 39]
2011/1/10	Monday	[1, 8, 12, 13, 16, 22, 44]
2011/1/9	Sunday	[6, 14, 17, 30, 41, 44, 48]
2011/1/8	Saturday	[12, 21, 28, 29, 32, 44, 4]
2011/1/7	Friday	[8, 16, 22, 29, 31, 35, 17]
2011/1/6	Thursday	[5, 10, 20, 24, 31, 46, 23]
2011/1/5	Wednesday	[7, 12, 17, 21, 35, 39, 11]
2011/1/4	Tuesday	[8, 9, 19, 20, 41, 44, 27]
2011/1/3	Monday	[7, 9, 10, 14, 33, 41, 3]
2011/1/2	Sunday	[11, 18, 19, 23, 38, 49, 44]
2011/1/1	Saturday	[5, 22, 41, 44, 46, 49, 47]
