Date	Day	result
1999/10/22	Friday	[26, 30, 32, 36, 41, 42]
1999/10/21	Thursday	[13, 14, 16, 37, 38, 49]
1999/10/20	Wednesday	[4, 26, 34, 39, 45, 47]
1999/10/19	Tuesday	[3, 9, 19, 34, 38, 40]
1999/10/18	Monday	[8, 16, 18, 24, 48, 49]
1999/10/16	Saturday	[13, 26, 30, 32, 43, 49]
1999/10/15	Friday	[2, 5, 19, 28, 47, 49]
1999/10/14	Thursday	[4, 6, 13, 29, 37, 48]
1999/10/13	Wednesday	[5, 6, 21, 30, 37, 48]
1999/10/12	Tuesday	[1, 9, 15, 24, 27, 28]
1999/10/11	Monday	[7, 17, 28, 31, 42, 47]
1999/10/9	Saturday	[5, 16, 18, 23, 32, 44]
1999/10/8	Friday	[1, 14, 30, 31, 34, 35]
1999/10/7	Thursday	[6, 10, 15, 23, 25, 49]
1999/10/6	Wednesday	[15, 23, 25, 26, 40, 45]
1999/10/5	Tuesday	[1, 10, 22, 28, 29, 48]
1999/10/4	Monday	[6, 18, 23, 43, 46, 48]
1999/10/2	Saturday	[9, 22, 24, 27, 38, 46]
1999/10/1	Friday	[1, 11, 38, 40, 41, 42]
1999/9/30	Thursday	[2, 9, 15, 27, 34, 46]
1999/9/29	Wednesday	[3, 7, 10, 15, 39, 42]
1999/9/28	Tuesday	[4, 7, 9, 15, 27, 36]
1999/9/27	Monday	[7, 13, 31, 37, 48, 49]
1999/9/26	Sunday	[5, 17, 18, 23, 30, 34]
1999/9/25	Saturday	[19, 20, 22, 31, 34, 37]
1999/9/24	Friday	[2, 10, 12, 13, 38, 48]
1999/9/23	Thursday	[6, 12, 16, 22, 45, 47]
1999/9/22	Wednesday	[14, 15, 19, 27, 36, 44]
1999/9/21	Tuesday	[18, 20, 37, 40, 46, 47]
1999/9/20	Monday	[2, 12, 22, 26, 31, 42]
1999/9/19	Sunday	[9, 11, 14, 15, 35, 42]
1999/9/18	Saturday	[14, 23, 28, 39, 41, 46]
1999/9/17	Friday	[8, 12, 30, 36, 41, 43]
1999/9/16	Thursday	[23, 28, 34, 36, 44, 47]
1999/9/15	Wednesday	[2, 6, 18, 30, 38, 41]
1999/9/14	Tuesday	[5, 9, 12, 18, 42, 45]
1999/9/13	Monday	[3, 11, 30, 32, 37, 49]
1999/9/11	Saturday	[5, 7, 8, 25, 30, 31]
1999/9/10	Friday	[15, 17, 19, 21, 46, 47]
1999/9/9	Thursday	[4, 18, 20, 28, 34, 49]
1999/9/8	Wednesday	[28, 31, 37, 39, 40, 41]
1999/9/7	Tuesday	[11, 14, 18, 24, 35, 37]
1999/9/6	Monday	[12, 17, 37, 38, 42, 46]
1999/9/4	Saturday	[17, 25, 28, 47, 48, 49]
1999/9/3	Friday	[22, 27, 30, 36, 47, 48]
1999/9/2	Thursday	[15, 27, 33, 34, 38, 39]
1999/9/1	Wednesday	[1, 6, 14, 21, 45, 49]
1999/8/31	Tuesday	[1, 2, 11, 21, 34, 45]
1999/8/30	Monday	[5, 12, 16, 36, 37, 39]
1999/8/29	Sunday	[9, 15, 30, 34, 44, 46]
1999/8/28	Saturday	[11, 13, 20, 24, 26, 27]
1999/8/27	Friday	[2, 13, 15, 16, 23, 38]
1999/8/26	Thursday	[4, 9, 15, 17, 21, 49]
1999/8/25	Wednesday	[3, 5, 9, 20, 22, 37]
1999/8/24	Tuesday	[12, 15, 19, 23, 47, 48]
1999/8/23	Monday	[10, 14, 33, 35, 40, 48]
1999/8/22	Sunday	[1, 2, 8, 17, 33, 39]
1999/8/21	Saturday	[17, 19, 21, 28, 38, 48]
1999/8/20	Friday	[1, 6, 11, 21, 38, 43]
1999/8/19	Thursday	[5, 7, 9, 24, 34, 39]
1999/8/18	Wednesday	[6, 21, 22, 30, 35, 37]
1999/8/17	Tuesday	[3, 7, 10, 18, 28, 47]
1999/8/16	Monday	[26, 29, 31, 34, 36, 41]
1999/8/14	Saturday	[6, 8, 21, 25, 28, 47]
1999/8/13	Friday	[6, 8, 23, 34, 35, 40]
1999/8/12	Thursday	[1, 6, 20, 28, 29, 34]
1999/8/11	Wednesday	[6, 7, 12, 17, 29, 42]
1999/8/10	Tuesday	[1, 11, 18, 26, 28, 40]
1999/8/9	Monday	[17, 21, 24, 26, 34, 46]
1999/8/8	Sunday	[2, 7, 9, 12, 21, 28]
1999/8/7	Saturday	[3, 14, 19, 26, 28, 43]
1999/8/6	Friday	[11, 25, 32, 40, 46, 49]
1999/8/5	Thursday	[9, 13, 14, 22, 23, 42]
1999/8/4	Wednesday	[7, 12, 16, 18, 32, 43]
1999/8/3	Tuesday	[1, 7, 18, 34, 42, 44]
1999/8/2	Monday	[3, 16, 28, 34, 37, 48]
1999/7/31	Saturday	[4, 10, 24, 33, 42, 46]
1999/7/30	Friday	[1, 2, 10, 11, 28, 46]
1999/7/29	Thursday	[10, 15, 22, 30, 46, 49]
1999/7/28	Wednesday	[4, 8, 17, 22, 26, 37]
1999/7/27	Tuesday	[4, 10, 15, 31, 40, 41]
1999/7/26	Monday	[9, 13, 15, 18, 19, 30]
1999/7/25	Sunday	[5, 23, 37, 46, 47, 49]
1999/7/24	Saturday	[7, 27, 32, 43, 44, 47]
1999/7/23	Friday	[15, 21, 35, 37, 38, 43]
1999/7/22	Thursday	[5, 12, 21, 35, 41, 49]
1999/7/21	Wednesday	[10, 13, 20, 24, 25, 34]
1999/7/20	Tuesday	[10, 12, 17, 19, 23, 26]
1999/7/19	Monday	[14, 21, 25, 26, 33, 38]
1999/7/17	Saturday	[3, 10, 26, 42, 44, 49]
1999/7/16	Friday	[6, 10, 12, 13, 27, 43]
1999/7/15	Thursday	[3, 16, 17, 23, 42, 44]
1999/7/14	Wednesday	[1, 5, 6, 22, 39, 41]
1999/7/13	Tuesday	[1, 2, 17, 21, 38, 42]
1999/7/12	Monday	[9, 11, 26, 40, 41, 46]
1999/7/11	Sunday	[1, 14, 20, 24, 43, 44]
1999/7/10	Saturday	[4, 6, 17, 18, 29, 36]
1999/7/9	Friday	[23, 26, 28, 35, 41, 49]
1999/7/8	Thursday	[2, 9, 22, 23, 39, 44]
1999/7/7	Wednesday	[1, 11, 13, 16, 18, 27]
1999/7/6	Tuesday	[29, 30, 37, 41, 45, 47]
1999/7/5	Monday	[7, 19, 22, 24, 27, 36]
1999/7/3	Saturday	[6, 13, 15, 41, 45, 49]
1999/7/2	Friday	[1, 2, 23, 37, 39, 46]
1999/7/1	Thursday	[3, 9, 11, 16, 22, 30]
1999/6/30	Wednesday	[1, 5, 8, 14, 15, 40]
1999/6/29	Tuesday	[1, 5, 17, 33, 47, 49]
1999/6/28	Monday	[16, 18, 34, 35, 37, 38]
1999/6/27	Sunday	[2, 5, 22, 24, 27, 37]
1999/6/26	Saturday	[9, 26, 27, 28, 30, 46]
1999/6/25	Friday	[12, 13, 14, 28, 29, 47]
1999/6/24	Thursday	[13, 17, 35, 40, 46, 47]
1999/6/23	Wednesday	[8, 15, 20, 32, 44, 46]
1999/6/22	Tuesday	[4, 13, 22, 37, 39, 49]
1999/6/21	Monday	[1, 4, 13, 26, 31, 39]
1999/6/19	Saturday	[1, 4, 5, 19, 38, 48]
1999/6/18	Friday	[1, 15, 31, 34, 44, 48]
1999/6/17	Thursday	[1, 13, 17, 35, 44, 48]
1999/6/16	Wednesday	[5, 13, 14, 21, 31, 34]
1999/6/15	Tuesday	[2, 15, 24, 28, 41, 42]
1999/6/14	Monday	[3, 4, 17, 22, 38, 47]
1999/6/12	Saturday	[2, 5, 8, 19, 21, 28]
1999/6/11	Friday	[7, 19, 21, 38, 39, 44]
1999/6/10	Thursday	[4, 7, 9, 22, 33, 38]
1999/6/9	Wednesday	[19, 32, 36, 37, 41, 49]
1999/6/8	Tuesday	[1, 7, 9, 24, 37, 45]
1999/6/7	Monday	[8, 9, 15, 23, 34, 46]
1999/6/5	Saturday	[1, 2, 20, 24, 34, 36]
1999/6/4	Friday	[1, 3, 7, 8, 43, 48]
1999/6/3	Thursday	[12, 29, 32, 42, 45, 47]
1999/6/2	Wednesday	[1, 3, 10, 28, 33, 34]
1999/6/1	Tuesday	[1, 12, 26, 35, 36, 42]
1999/5/31	Monday	[11, 15, 20, 36, 44, 47]
1999/5/29	Saturday	[12, 15, 31, 36, 37, 44]
1999/5/28	Friday	[6, 23, 26, 27, 37, 43]
1999/5/27	Thursday	[18, 21, 24, 32, 33, 43]
1999/5/26	Wednesday	[2, 3, 8, 17, 19, 39]
1999/5/25	Tuesday	[6, 9, 11, 28, 30, 41]
1999/5/24	Monday	[7, 18, 36, 37, 46, 48]
1999/5/22	Saturday	[19, 21, 27, 29, 43, 46]
1999/5/21	Friday	[13, 15, 21, 25, 41, 45]
1999/5/20	Thursday	[13, 16, 21, 28, 36, 49]
1999/5/19	Wednesday	[2, 8, 13, 24, 43, 45]
1999/5/18	Tuesday	[14, 18, 21, 22, 24, 39]
1999/5/17	Monday	[11, 17, 24, 26, 42, 46]
1999/5/16	Sunday	[7, 10, 12, 24, 32, 49]
1999/5/15	Saturday	[13, 14, 18, 37, 42, 49]
1999/5/14	Friday	[7, 14, 22, 27, 40, 48]
1999/5/13	Thursday	[1, 4, 14, 30, 31, 44]
1999/5/12	Wednesday	[15, 18, 27, 29, 32, 39]
1999/5/11	Tuesday	[14, 18, 22, 37, 40, 47]
1999/5/10	Monday	[7, 16, 31, 40, 44, 45]
1999/5/8	Saturday	[13, 20, 30, 35, 41, 45]
1999/5/7	Friday	[2, 9, 30, 36, 39, 45]
1999/5/6	Thursday	[12, 14, 15, 40, 43, 49]
1999/5/5	Wednesday	[5, 8, 36, 39, 41, 48]
1999/5/4	Tuesday	[3, 22, 25, 33, 40, 45]
1999/5/3	Monday	[4, 25, 29, 41, 45, 48]
1999/5/2	Sunday	[2, 4, 14, 17, 23, 34]
1999/5/1	Saturday	[3, 6, 10, 11, 18, 28]
1999/4/30	Friday	[4, 17, 33, 37, 38, 41]
1999/4/29	Thursday	[4, 5, 15, 19, 32, 34]
1999/4/28	Wednesday	[4, 17, 20, 24, 28, 38]
1999/4/27	Tuesday	[10, 13, 23, 24, 37, 40]
1999/4/26	Monday	[7, 9, 20, 29, 38, 49]
1999/4/24	Saturday	[10, 18, 19, 22, 33, 37]
1999/4/23	Friday	[5, 7, 9, 15, 26, 46]
1999/4/22	Thursday	[5, 7, 17, 33, 35, 46]
1999/4/21	Wednesday	[14, 29, 32, 40, 42, 46]
1999/4/20	Tuesday	[8, 9, 18, 32, 33, 35]
1999/4/19	Monday	[5, 6, 19, 35, 42, 45]
1999/4/17	Saturday	[5, 11, 16, 29, 30, 48]
1999/4/16	Friday	[9, 31, 35, 39, 42, 45]
1999/4/15	Thursday	[11, 15, 26, 28, 36, 41]
1999/4/14	Wednesday	[2, 13, 17, 19, 26, 48]
1999/4/13	Tuesday	[12, 14, 20, 22, 24, 25]
1999/4/12	Monday	[1, 13, 15, 29, 32, 45]
1999/4/10	Saturday	[4, 16, 21, 26, 36, 48]
1999/4/9	Friday	[8, 14, 36, 37, 41, 44]
1999/4/8	Thursday	[14, 21, 23, 31, 34, 46]
1999/4/7	Wednesday	[10, 15, 18, 20, 41, 45]
1999/4/6	Tuesday	[1, 20, 31, 36, 41, 46]
1999/4/5	Monday	[17, 21, 29, 44, 46, 48]
1999/4/3	Saturday	[9, 25, 27, 31, 39, 46]
1999/4/1	Thursday	[8, 16, 21, 23, 28, 48]
1999/3/31	Wednesday	[5, 6, 19, 33, 39, 40]
1999/3/30	Tuesday	[4, 6, 21, 30, 39, 48]
1999/3/29	Monday	[15, 19, 21, 28, 33, 40]
1999/3/27	Saturday	[24, 26, 29, 31, 45, 46]
1999/3/26	Friday	[3, 23, 34, 40, 43, 44]
1999/3/25	Thursday	[5, 21, 22, 33, 39, 46]
1999/3/24	Wednesday	[2, 12, 19, 27, 28, 39]
1999/3/23	Tuesday	[6, 9, 11, 12, 13, 30]
1999/3/22	Monday	[6, 23, 37, 40, 43, 46]
1999/3/20	Saturday	[2, 8, 15, 16, 18, 42]
1999/3/19	Friday	[8, 16, 17, 19, 41, 47]
1999/3/18	Thursday	[10, 17, 24, 28, 35, 41]
1999/3/17	Wednesday	[9, 10, 16, 30, 40, 43]
1999/3/16	Tuesday	[9, 12, 17, 20, 25, 36]
1999/3/15	Monday	[12, 18, 32, 33, 43, 48]
1999/3/13	Saturday	[4, 5, 10, 16, 18, 20]
1999/3/12	Friday	[12, 21, 28, 29, 32, 43]
1999/3/11	Thursday	[5, 6, 24, 27, 37, 39]
1999/3/10	Wednesday	[6, 17, 19, 21, 30, 47]
1999/3/9	Tuesday	[6, 12, 16, 30, 31, 49]
1999/3/8	Monday	[15, 27, 34, 41, 45, 47]
1999/3/6	Saturday	[10, 12, 22, 32, 34, 42]
1999/3/5	Friday	[3, 12, 15, 25, 28, 40]
1999/3/4	Thursday	[2, 7, 19, 23, 27, 41]
1999/3/3	Wednesday	[4, 6, 12, 21, 24, 34]
1999/3/2	Tuesday	[5, 21, 24, 40, 44, 46]
1999/3/1	Monday	[6, 9, 20, 40, 41, 45]
1999/2/27	Saturday	[4, 23, 30, 35, 47, 0]
1999/2/26	Friday	[11, 23, 33, 39, 41, 44]
1999/2/25	Thursday	[1, 3, 12, 18, 19, 31]
1999/2/24	Wednesday	[3, 9, 15, 32, 37, 41]
1999/2/23	Tuesday	[7, 11, 18, 33, 35, 46]
1999/2/22	Monday	[21, 22, 28, 31, 44, 45]
1999/2/20	Saturday	[1, 8, 17, 18, 20, 38]
1999/2/19	Friday	[5, 15, 16, 19, 22, 49]
1999/2/18	Thursday	[2, 11, 20, 22, 32, 33]
1999/2/17	Wednesday	[3, 14, 26, 27, 39, 41]
1999/2/16	Tuesday	[3, 16, 23, 28, 37, 44]
1999/2/15	Monday	[5, 7, 33, 39, 40, 41]
1999/2/13	Saturday	[11, 15, 18, 33, 34, 48]
1999/2/12	Friday	[7, 8, 11, 15, 33, 42]
1999/2/11	Thursday	[9, 17, 21, 29, 37, 40]
1999/2/10	Wednesday	[1, 7, 10, 11, 31, 35]
1999/2/9	Tuesday	[11, 16, 19, 31, 32, 33]
1999/2/8	Monday	[3, 25, 26, 28, 40, 44]
1999/2/6	Saturday	[1, 9, 15, 23, 24, 33]
1999/2/5	Friday	[7, 15, 17, 25, 33, 39]
1999/2/4	Thursday	[1, 2, 19, 30, 36, 38]
1999/2/3	Wednesday	[4, 12, 15, 24, 28, 41]
1999/2/2	Tuesday	[5, 7, 10, 13, 22, 25]
1999/2/1	Monday	[4, 14, 21, 22, 34, 39]
1999/1/30	Saturday	[4, 14, 24, 28, 33, 40]
1999/1/29	Friday	[3, 8, 22, 32, 47, 49]
1999/1/28	Thursday	[1, 3, 10, 25, 30, 34]
1999/1/27	Wednesday	[14, 25, 26, 30, 36, 47]
1999/1/26	Tuesday	[5, 11, 23, 25, 32, 34]
1999/1/25	Monday	[21, 25, 34, 36, 37, 41]
1999/1/23	Saturday	[3, 12, 28, 34, 38, 49]
1999/1/22	Friday	[8, 14, 17, 30, 34, 47]
1999/1/21	Thursday	[4, 19, 22, 26, 34, 40]
1999/1/20	Wednesday	[22, 29, 30, 45, 46, 47]
1999/1/19	Tuesday	[16, 20, 25, 28, 33, 44]
1999/1/18	Monday	[4, 18, 19, 28, 39, 45]
1999/1/16	Saturday	[3, 23, 26, 27, 30, 42]
1999/1/15	Friday	[9, 21, 25, 36, 43, 48]
1999/1/14	Thursday	[5, 10, 14, 18, 33, 46]
1999/1/13	Wednesday	[2, 21, 22, 28, 37, 47]
1999/1/12	Tuesday	[1, 11, 23, 32, 42, 48]
1999/1/11	Monday	[11, 13, 14, 22, 46, 49]
1999/1/9	Saturday	[8, 13, 22, 37, 38, 40]
1999/1/8	Friday	[7, 9, 33, 43, 47, 48]
1999/1/7	Thursday	[9, 14, 31, 33, 38, 46]
1999/1/6	Wednesday	[1, 3, 6, 10, 24, 49]
1999/1/5	Tuesday	[14, 24, 29, 31, 33, 43]
1999/1/4	Monday	[2, 6, 18, 27, 29, 48]
1999/1/2	Saturday	[1, 11, 18, 20, 27, 40]
1999/1/1	Friday	[14, 18, 20, 28, 43, 47]
